"taxonRank","reps"
"Tabulata",11
"Gasterosteiformes",10
"Stomiiformes",10
"Accipitriformes",9
"Alcyonacea",9
"arenaria",9
"Dermoptera",9
"nthmorph.",9
"Odontopleurida",9
"Piciformes",9
"subdivision",9
"Undet.Cat.",9
"Cuculiformes",8
"Cucurbitales",8
"fo.",8
"holotype",8
"humilis",8
"Osteoglossiformes",8
"Paxillosida",8
"Polypodiales",8
"Rugosa",8
"Sapindales",8
"Spiriferinida",8
"Agnostida",7
"cf.",7
"Conulariida",7
"Forcipulatida",7
"Hexactinosida",7
"KINGDOM",7
"Multituberculata",7
"Myodocopina",7
"Pelecaniformes",7
"PL-holotype",7
"Poecilosclerida",7
"Redlichiida",7
"undefinable",7
"Actinocerida",6
"Apodiformes",6
"Astrophorida",6
"Beryciformes",6
"Conocardioida",6
"Hydroida",6
"Modiomorphoida",6
"Nuculoida",6
"Orthocerida",6
"Pennatulacea",6
"PL-hypotype",6
"Sauropterygia",6
"Trepostomata",6
"triqueter",6
"Zeiformes",6
"||||||||",5
"Articulata (Crinoidea)",5
"Caprimulgiformes",5
"Chiroptera",5
"Cornales",5
"Cumacea",5
"Echinoida",5
"Falconiformes",5
"Foraminiferida",5
"Lepechinella",5
"Lophiiformes",5
"Petromyzontiformes",5
"Phacopida",5
"Piperales",5
"Procreodi",5
"sect.",5
"Soricomorpha",5
"Spinulosida",5
"Stirp",5
"Strigiformes",5
"Subvariety",5
"Aulopiformes",4
"baccata",4
"Bucerotiformes",4
"Columbiformes",4
"DECAPODA",4
"foscae",4
"genuina",4
"Hybrid",4
"hybrid gen",4
"Ichthyodectiformes",4
"insectivore indet.",4
"Littorinimorpha",4
"Munida",4
"Mysidacea",4
"nothosubsp.",4
"Platyasterida",4
"Proboscidea",4
"prol.",4
"superdivision",4
"Thecosomata",4
"Unionoida",4
"[unranked]",4
"Zoanthidea",4
"|||||",3
"Archaeogastropoda",3
"Atheriniformes",3
"Byblis",3
"Comatulida",3
"Endocerida",3
"Hippuritoida",3
"Leptophoxoides",3
"Myctophiformes",3
"Neogastropoda",3
"Odonata",3
"Osmeriformes",3
"phylym",3
"Pleuronectiformes",3
"Rajiformes",3
"Salvinales",3
"Saxifragales",3
"Sedentarida",3
"Sorbeoconcha",3
"subvar.",3
"Suliformes",3
"Tanaidacea",3
"aff.",2
"albiflora",2
"Ammonoidea",2
"Archaeostraca",2
"Atlantapseudes",2
"barcellana",2
"Barrandeocerida",2
"Cetacea",2
"Chimaeriformes",2
"Coraciiformes",2
"cv.",2
"elegans",2
"Eunicida",2
"Filicales",2
"genuinus",2
"Gruiformes",2
"Haploniscus",2
"Hymenoptera",2
"Hyolithida",2
"Lagomorpha",2
"Leucothoe",2
"manihot",2
"Megamphopus",2
"Musophagiformes",2
"Myersius",2
"Myoida",2
"Myrtales",2
"Nektaspida",2
"Notopoma",2
"Notoungulata",2
"Oncocerida",2
"Percopsiformes",2
"Phlebobranchia",2
"pilosula",2
"Ranunculales",2
"Santalales",2
"scordioides",2
"Stylommatophora",2
"Subfam��lia",2
"subform",2
"Valvatida",2
"Acutiserolis",1
"affn.",1
"Altiverruca",1
"amazonica",1
"Amiiformes",1
"AMPELISCIDAE",1
"Arcoida",1
"Arecales",1
"Asparagales",1
"Athyridida",1
"Belemnitida",1
"Bellerophontida",1
"benthaminum",1
"Billingsellida",1
"BODOTRIIDAE",1
"Brisingida",1
"Calanoida",1
"Captorhinida",1
"Catapaguroides",1
"caudata",1
"Cear'a",1
"Ceriantharia",1
"Cheirimedon",1
"Cladoselachiformes",1
"Clupeiformes",1
"Coleoptera",1
"Commelinales",1
"Crossosomatales",1
"Dendrochirotida",1
"Deutella",1
"Dictyida",1
"Didelphimorphia",1
"Dipsacales",1
"Diptera",1
"Elasipodida",1
"Ellesmerocerida",1
"Enterogona",1
"Fissiculata",1
"FORM",1
"Gaviiformes",1
"Golfingiida",1
"Hadromerida",1
"Harpacticoida",1
"Hesperornithiformes",1
"hybrid fam",1
"Hymenopenaeus",1
"hypodigm",1
"Ichthyornithiformes",1
"incertae sedis",1
"Incertae sedis",1
"insectivore? indet.",1
"ISCHYROCERIDAE",1
"ISOPODA",1
"janeirensis",1
"Janicella",1
"jemuina",1
"Lithistida",1
"lobatus",1
"lutea",1
"Macrostylis",1
"major",1
"Megaloptera",1
"Menippe",1
"Millericrinida",1
"mineral",1
"minor",1
"moluanum",1
"Monobathrida",1
"Mytiloida",1
"Myxiniformes",1
"nervosa",1
"nm.",1
"nothomorph",1
"oblongifolia",1
"oblongifolius",1
"obtusiloba",1
"on",1
"Ornithischia",1
"Orthotetida",1
"Osmundales",1
"ovata",1
"Pachycormiformes",1
"Palaeonisciformes",1
"Panopeus",1
"phylum | class",1
"phyluym",1
"piriri",1
"Polymixiiformes",1
"Procellariiformes",1
"Proles",1
"prownbens",1
"Pseudharpinia",1
"Pseudischyrocerus",1
"Ptyctodontida",1
"purpurea",1
"radicans",1
"s.",1
"Saurischia",1
"Schizaeales",1
"section[genus]",1
"sed rock",1
"septentrionalis",1
"Siphonophorida",1
"solanacus",1
"Sparassodonta",1
"species group",1
"spp.",1
"Squaliformes",1
"Stenocionops",1
"Stolidobranchia",1
"subconcolor",1
"subglabrifolia",1
"subsect.",1
"Subsection",1
"subtropicalis",1
"superorder",1
"Tarphycerida",1
"Temnospondyli",1
"Terebellida",1
"Terebratulida",1
"Thecodontia",1
"THORACICA",1
"titinga",1
"Trigonioida",1
"Var.",1
"Verum",1
"villosa",1
"Waptiida",1
"Zygophyllales",1
