"disposition","reps"
"D008-1263Cokendolpher5May2132",1
"D008-1263Cokendolpher5May2133",1
"D008-1616Cokendolpher27Ap2017",1
"D008-1616Cokendolpher27Ap2018",1
"D008-1616Cokendolpher27Ap2019",1
"D008-1616Cokendolpher27Ap2020",1
"D008-1616Cokendolpher27Ap2021",1
"D008-1616Cokendolpher27Ap2022",1
"D008-1616Cokendolpher27Ap2023",1
"D008-1616Cokendolpher27Ap2024",1
"D008-1616Cokendolpher27Ap2025",1
"D008-1616Cokendolpher27Ap2026",1
"D008-1616Cokendolpher27Ap2028",1
"D008-1616Cokendolpher27Ap2029",1
"D008-1616Cokendolpher27Ap2030",1
"D008-1616Cokendolpher27Ap2041",1
"D008-1616Cokendolpher27Ap2042",1
"D008-1616Cokendolpher27Ap2043",1
"D008-1616Cokendolpher27Ap2044",1
"D008-1616Cokendolpher27Ap2046",1
"D008-1616Cokendolpher27Ap2047",1
"D008-1616Cokendolpher27Ap2048",1
"D008-1616Cokendolpher27Ap2049",1
"D008-1616Cokendolpher27Ap2051",1
"D008-1616Cokendolpher27Ap2052",1
"D008-1616Cokendolpher27Ap2053",1
"D008-1616Cokendolpher27Ap2054",1
"D008-1616Cokendolpher27Ap2056",1
"D008-1616Cokendolpher27Ap2057",1
"D008-1616Cokendolpher27Ap2058",1
"D008-1616Cokendolpher27Ap2059",1
"D008-1616Cokendolpher27Ap2060",1
"D008-1616Cokendolpher27Ap2061",1
"D008-1616Cokendolpher27Ap2062",1
"D008-1616Cokendolpher27Ap2063",1
"D008-1616Cokendolpher27Ap2064",1
"D008-1616Cokendolpher27Ap2067",1
"D008-1616Cokendolpher27Ap2068",1
"D008-1616Cokendolpher27Ap2069",1
"D008-1616Cokendolpher27Ap2070",1
"D008-1616Cokendolpher27Ap2071",1
"D008-1616Cokendolpher27Ap2072",1
"D008-1616Cokendolpher27Ap2074",1
"D008-1616Cokendolpher27Ap2075",1
"D008-1616Cokendolpher27Ap2076",1
"D008-1616Cokendolpher27Ap2078",1
"D008-1616Cokendolpher27Ap2079",1
"D008-1616Cokendolpher27Ap2080",1
"D008-1616Cokendolpher27Ap2083",1
"D008-1616Cokendolpher27Ap2084",1
"D008-1616Cokendolpher27Ap2086",1
"D008-1616Cokendolpher27Ap2088",1
"D008-1616Cokendolpher27Ap2089",1
"D008-1616Cokendolpher27Ap2090",1
"D008-1616Cokendolpher27Ap2092",1
"D008-1616Cokendolpher27Ap2093",1
"D008-1616Cokendolpher27Ap2097",1
"D008-1616Cokendolpher27Ap2100",1
"D008-1616Cokendolpher27Ap2101",1
"D008-1616Cokendolpher27Ap2102",1
"D008-1616Cokendolpher27Ap2103",1
"D008-1616Cokendolpher27Ap2104",1
"D008-1616Cokendolpher27Ap2105",1
"D008-1616Cokendolpher27Ap2106",1
"D008-1616Cokendolpher27Ap2107",1
"D008-1616Cokendolpher27Ap2108",1
"D008-1616Cokendolpher27Ap2109",1
"D008-1616Cokendolpher27Ap2110",1
"D008-1642AlexGregg27Ap2017",1
"D008-1642AlexGregg27Ap2022",1
"D008-1642AlexGregg27Ap2024",1
"D008-1642AlexGregg27Ap2025",1
"D008-1642AlexGregg27Ap2026",1
"D008-1642AlexGregg27Ap2027",1
"D008-1642AlexGregg27Ap2028",1
"D008-1642AlexGregg27Ap2029",1
"D008-1642AlexGregg27Ap2030",1
"D008-1642AlexGregg27Ap2031",1
"D008-1642AlexGregg27Ap2032",1
"D008-1642AlexGregg27Ap2033",1
"D008-1642AlexGregg27Ap2034",1
"D008-1642AlexGregg27Ap2035",1
"D008-1642AlexGregg27Ap2036",1
"D008-1642AlexGregg27Ap2037",1
"D008-1642AlexGregg27Ap2038",1
"D008-1642AlexGregg27Ap2039",1
"D008-1642AlexGregg27Ap2040",1
"D008-1642AlexGregg27Ap2041",1
"D008-1642AlexGregg27Ap2042",1
"D008-1642AlexGregg27Ap2043",1
"D008-1642AlexGregg27Ap2044",1
"D008-1642AlexGregg27Ap2045",1
"D008-1642AlexGregg27Ap2046",1
"D008-1642AlexGregg27Ap2047",1
"D008-1642AlexGregg27Ap2048",1
"D008-1642AlexGregg27Ap2049",1
"D008-1642AlexGregg27Ap2050",1
"D008-1642AlexGregg27Ap2051",1
"D008-1642AlexGregg27Ap2052",1
"D008-1642AlexGregg27Ap2053",1
"D008-1642AlexGregg27Ap2054",1
"D008-1642AlexGregg27Ap2055",1
"D008-1642AlexGregg27Ap2056",1
"D008-1642AlexGregg27Ap2057",1
"D008-1642AlexGregg27Ap2058",1
"D008-1642AlexGregg27Ap2059",1
"D008-1642AlexGregg27Ap2060",1
"D008-1642AlexGregg27Ap2061",1
"D008-1642AlexGregg27Ap2062",1
"D008-1642AlexGregg27Ap2063",1
"D008-1642AlexGregg27Ap2064",1
"D008-1642AlexGregg27Ap2065",1
"D008-1642AlexGregg27Ap2066",1
"D008-1642AlexGregg27Ap2067",1
"D008-1642AlexGregg27Ap2068",1
"D008-1642AlexGregg27Ap2069",1
"D008-1642AlexGregg27Ap2070",1
"D008-1642AlexGregg27Ap2072",1
"D008-1642AlexGregg27Ap2073",1
"D008-1642AlexGregg27Ap2074",1
"D008-1642AlexGregg27Ap2075",1
"D008-1642AlexGregg27Ap2076",1
"D008-1642AlexGregg27Ap2077",1
"D008-1642AlexGregg27Ap2078",1
"D008-1642AlexGregg27Ap2079",1
"D008-1642AlexGregg27Ap2080",1
"D008-1642AlexGregg27Ap2081",1
"D008-1642AlexGregg27Ap2082",1
"D008-1642AlexGregg27Ap2083",1
"D008-1642AlexGregg27Ap2084",1
"D008-1642AlexGregg27Ap2085",1
"D008-1642AlexGregg27Ap2086",1
"D008-1642AlexGregg27Ap2087",1
"D008-1642AlexGregg27Ap2088",1
"D008-1642AlexGregg27Ap2089",1
"D008-1642AlexGregg27Ap2090",1
"D008-1642AlexGregg27Ap2091",1
"D008-1642AlexGregg27Ap2092",1
"D008-1642AlexGregg27Ap2093",1
"D008-1642AlexGregg27Ap2094",1
"D008-1642AlexGregg27Ap2095",1
"D008-1642AlexGregg27Ap2096",1
"D008-1642AlexGregg27Ap2097",1
"D008-1642AlexGregg27Ap2098",1
"D008-1642AlexGregg27Ap2099",1
"D008-1642AlexGregg27Ap2100",1
"D008-1642AlexGregg27Ap2101",1
"D008-1642AlexGregg27Ap2102",1
"D008-1642AlexGregg27Ap2103",1
"D008-1642AlexGregg27Ap2104",1
"D008-1642AlexGregg27Ap2105",1
"D008-1642AlexGregg27Ap2106",1
"D008-1642AlexGregg27Ap2107",1
"D008-1642AlexGregg27Ap2108",1
"D008-1642AlexGregg27Ap2109",1
"D008-1642AlexGregg27Ap2110",1
"D008-1642AlexGregg27Ap2111",1
"D008-1642AlexGregg27Ap2112",1
"D008-1642AlexGregg27Ap2113",1
"D008-1642AlexGregg27Ap2114",1
"D008-1642AlexGregg27Ap2115",1
"D008-1642AlexGregg27Ap2116",1
"D008-1642AlexGregg27Ap2117",1
"D008-1642AlexGregg27Ap2118",1
"D008-1642AlexGregg27Ap2119",1
"D008-1642AlexGregg27Ap2121",1
"D008-1642AlexGregg27Ap2122",1
"D008-1642AlexGregg27Ap2123",1
"D008-1642AlexGregg27Ap2124",1
"D008-1642AlexGregg27Ap2125",1
"D008-1642AlexGregg27Ap2126",1
"D008-1642AlexGregg27Ap2127",1
"D008-1642AlexGregg27Ap2129",1
"D008-1642AlexGregg27Ap2130",1
"D008-1642AlexGregg27Ap2131",1
"D008-1642AlexGregg27Ap2132",1
"D008-1642AlexGregg27Ap2133",1
"D008-1642AlexGregg27Ap2134",1
"D008-1642AlexGregg27Ap2135",1
"D008-1642AlexGregg27Ap2136",1
"D008-1642AlexGregg27Ap2137",1
"D008-1642AlexGregg27Ap2138",1
"D008-1642AlexGregg27Ap2139",1
"D008-1642AlexGregg27Ap2140",1
"D008-1642AlexGregg27Ap2141",1
"D009-1655AlexGregg12May2016",1
"D009-1655AlexGregg12May2017",1
"D009-1655AlexGregg12May2018",1
"D009-1655AlexGregg12May2019",1
"D009-1655AlexGregg12May2020",1
"D009-1655AlexGregg12May2021",1
"D009-1655AlexGregg12May2022",1
"D009-1655AlexGregg12May2023",1
"D009-1655AlexGregg12May2024",1
"D009-1655AlexGregg12May2025",1
"D009-1655AlexGregg12May2026",1
"D009-1655AlexGregg12May2027",1
"D009-1655AlexGregg12May2028",1
"D009-1655AlexGregg12May2029",1
"D009-1655AlexGregg12May2030",1
"D009-1655AlexGregg12May2031",1
"D009-1655AlexGregg12May2032",1
"D009-1655AlexGregg12May2033",1
"D009-1655AlexGregg12May2034",1
"D009-1655AlexGregg12May2035",1
"D009-1655AlexGregg12May2036",1
"D009-1655AlexGregg12May2037",1
"D009-1655AlexGregg12May2038",1
"D009-1655AlexGregg12May2039",1
"D009-1655AlexGregg12May2040",1
"D009-1655AlexGregg12May2041",1
"D009-1655AlexGregg12May2042",1
"D009-1655AlexGregg12May2043",1
"D009-1655AlexGregg12May2044",1
"D009-1655AlexGregg12May2045",1
"D009-1655AlexGregg12May2046",1
"D009-1655AlexGregg12May2047",1
"D009-1655AlexGregg12May2048",1
"D009-1655AlexGregg12May2049",1
"D009-1655AlexGregg12May2050",1
"D009-1655AlexGregg12May2051",1
"D009-1655AlexGregg12May2052",1
"D009-1655AlexGregg12May2053",1
"D009-1655AlexGregg12May2054",1
"D009-1655AlexGregg12May2055",1
"D009-1655AlexGregg12May2056",1
"D009-1655AlexGregg12May2057",1
"D009-1655AlexGregg12May2058",1
"D009-1655AlexGregg12May2059",1
"D009-1655AlexGregg12May2060",1
"D009-1655AlexGregg12May2061",1
"D009-1655AlexGregg12May2062",1
"D009-1655AlexGregg12May2063",1
"D009-1655AlexGregg12May2064",1
"D009-1655AlexGregg12May2065",1
"D009-1655AlexGregg12May2066",1
"D009-1655AlexGregg12May2067",1
"D009-1655AlexGregg12May2068",1
"D009-1655AlexGregg12May2069",1
"D009-1655AlexGregg12May2070",1
"D009-1655AlexGregg12May2071",1
"D009-1655AlexGregg12May2072",1
"D009-1655AlexGregg12May2073",1
"D009-1655AlexGregg12May2074",1
"D009-1655AlexGregg12May2075",1
"D009-1655AlexGregg12May2076",1
"D009-1655AlexGregg12May2077",1
"D009-1655AlexGregg12May2078",1
"D009-1655AlexGregg12May2079",1
"D009-1655AlexGregg12May2080",1
"D009-1655AlexGregg12May2081",1
"D009-1655AlexGregg12May2082",1
"D009-1655AlexGregg12May2083",1
"D009-1655AlexGregg12May2084",1
"D009-1655AlexGregg12May2085",1
"D009-1655AlexGregg12May2086",1
"D009-1655AlexGregg12May2087",1
"D009-1655AlexGregg12May2088",1
"D009-1655AlexGregg12May2089",1
"D009-1655AlexGregg12May2090",1
"D009-1655AlexGregg12May2091",1
"D009-1655AlexGregg12May2092",1
"D009-1655AlexGregg12May2093",1
"D009-1655AlexGregg12May2094",1
"D009-1655AlexGregg12May2095",1
"D009-1655AlexGregg12May2096",1
"D009-1655AlexGregg12May2097",1
"D009-1655AlexGregg12May2098",1
"D009-1655AlexGregg12May2099",1
"D009-1655AlexGregg12May2100",1
"D009-1655AlexGregg12May2101",1
"D009-1655AlexGregg12May2102",1
"D009-1655AlexGregg12May2103",1
"D009-1655AlexGregg12May2104",1
"D009-1655AlexGregg12May2105",1
"D009-1655AlexGregg12May2106",1
"D009-1655AlexGregg12May2107",1
"D009-1655AlexGregg12May2108",1
"D009-1655AlexGregg12May2109",1
"D009-1655AlexGregg12May2110",1
"D009-1655AlexGregg12May2111",1
"D009-1655AlexGregg12May2112",1
"D009-1655AlexGregg12May2113",1
"D009-1655AlexGregg12May2114",1
"D009-1655AlexGregg12May2115",1
"D009-1655AlexGregg12May2116",1
"D009-1655AlexGregg12May2117",1
"D009-1655AlexGregg12May2118",1
"D009-1655AlexGregg12May2119",1
"D009-1655AlexGregg12May2120",1
"D009-1655AlexGregg12May2121",1
"D009-1655AlexGregg12May2122",1
"D009-1655AlexGregg12May2123",1
"D009-1655AlexGregg12May2124",1
"D009-1655AlexGregg12May2125",1
"D009-1655AlexGregg12May2126",1
"D009-1655AlexGregg12May2127",1
"D009-1655AlexGregg12May2128",1
"D009-1655AlexGregg12May2129",1
"D009-1655AlexGregg12May2130",1
"D009-1655AlexGregg12May2131",1
"D009-1655AlexGregg12May2132",1
"D009-1655AlexGregg12May2133",1
"D009-1655AlexGregg12May2134",1
"D009-1655AlexGregg12May2135",1
"D009-1655AlexGregg12May2136",1
"D009-1655AlexGregg12May2137",1
"D009-1655AlexGregg12May2138",1
"D009-1655AlexGregg12May2139",1
"D009-1655AlexGregg12May2140",1
"D009-1655AlexGregg12May2141",1
"D009-1655AlexGregg12May2142",1
"D009-1655AlexGregg12May2143",1
"D009-1655AlexGregg12May2144",1
"D009-1655AlexGregg12May2145",1
"D009-1655AlexGregg12May2146",1
"D009-1655AlexGregg12May2147",1
"D009-1655AlexGregg12May2148",1
"D009-1655AlexGregg12May2149",1
"D009-1655AlexGregg12May2150",1
"D009-1655AlexGregg12May2151",1
"D009-1655AlexGregg12May2152",1
"D009-1655AlexGregg12May2153",1
"D009-1655AlexGregg12May2154",1
"D009-1655AlexGregg12May2155",1
"D009-1655AlexGregg12May2156",1
"D009-1655AlexGregg12May2157",1
"D009-1655AlexGregg12May2158",1
"D009-1655AlexGregg12May2159",1
"D009-1655AlexGregg12May2160",1
"D009-1655AlexGregg12May2161",1
"D009-1655AlexGregg12May2162",1
"D009-1655AlexGregg12May2163",1
"D009-1655AlexGregg12May2164",1
"D009-1655AlexGregg12May2165",1
"D009-1655AlexGregg12May2166",1
"D009-1655AlexGregg12May2167",1
"D009-1655AlexGregg12May2168",1
"D009-1655AlexGregg12May2169",1
"D009-1655AlexGregg12May2170",1
"D009-1655AlexGregg12May2171",1
"D009-1655AlexGregg12May2172",1
"D009-1655AlexGregg12May2173",1
"D009-1655AlexGregg12May2174",1
"D009-1655Cokendolpher16May2016",1
"D???: 01341",1
"D021-1638AlexGregg15May2016",1
"D021-1638AlexGregg15May2017",1
"D021-1638AlexGregg15May2018",1
"D021-1638AlexGregg15May2019",1
"D021-1638AlexGregg15May2020",1
"D021-1638AlexGregg15May2021",1
"D021-1638AlexGregg15May2022",1
"D021-1638AlexGregg15May2023",1
"D021-1638AlexGregg15May2024",1
"D021-1638AlexGregg15May2025",1
"D021-1638AlexGregg15May2026",1
"D021-1638AlexGregg15May2027",1
"D021-1638AlexGregg15May2028",1
"D021-1638AlexGregg15May2029",1
"D021-1638AlexGregg15May2030",1
"D021-1638AlexGregg15May2031",1
"D021-1638AlexGregg15May2032",1
"D021-1638AlexGregg15May2033",1
"D021-1638AlexGregg15May2034",1
"D021-1638AlexGregg15May2035",1
"D021-1638AlexGregg15May2036",1
"D021-1638AlexGregg15May2037",1
"D021-1638AlexGregg15May2038",1
"D021-1638AlexGregg15May2039",1
"D021-1638AlexGregg15May2040",1
"D021-1638AlexGregg15May2041",1
"D021-1638AlexGregg15May2042",1
"D021-1638AlexGregg15May2043",1
"D021-1638AlexGregg15May2044",1
"D021-1638AlexGregg15May2045",1
"D021-1638AlexGregg15May2046",1
"D021-1638AlexGregg15May2047",1
"D021-1638AlexGregg15May2048",1
"D021-1638AlexGregg15May2049",1
"D021-1638AlexGregg15May2050",1
"D021-1638AlexGregg15May2051",1
"D021-1638AlexGregg15May2052",1
"D021-1638AlexGregg15May2053",1
"D021-1638AlexGregg15May2054",1
"D021-1638AlexGregg15May2055",1
"D021-1638AlexGregg15May2056",1
"D021-1638AlexGregg15May2057",1
"D021-1638AlexGregg15May2058",1
"D021-1638AlexGregg15May2059",1
"D021-1638AlexGregg15May2060",1
"D021-1638AlexGregg15May2061",1
"D021-1638AlexGregg15May2062",1
"D021-1638AlexGregg15May2063",1
"D021-1638AlexGregg15May2064",1
"D021-1638AlexGregg15May2065",1
"D021-1638AlexGregg15May2066",1
"D021-1638AlexGregg15May2067",1
"D021-1638AlexGregg15May2068",1
"D021-1638AlexGregg15May2069",1
"D021-1638AlexGregg15May2070",1
"D021-1638AlexGregg15May2071",1
"D021-1638AlexGregg15May2072",1
"D021-1638AlexGregg15May2073",1
"D021-1638AlexGregg15May2074",1
"D021-1638AlexGregg15May2075",1
"D021-1638AlexGregg15May2076",1
"D021-1638AlexGregg15May2077",1
"D021-1638AlexGregg15May2078",1
"D021-1638AlexGregg15May2080",1
"D021-1638AlexGregg15May2081",1
"D021-1638AlexGregg15May2082",1
"D021-1638AlexGregg15May2083",1
"D021-1638AlexGregg15May2084",1
"D021-1638AlexGregg15May2085",1
"D021-1638AlexGregg15May2086",1
"D021-1638AlexGregg15May2087",1
"D021-1638AlexGregg15May2088",1
"D021-1638AlexGregg15May2089",1
"D021-1638AlexGregg15May2090",1
"D021-1638AlexGregg15May2091",1
"D021-1638AlexGregg15May2092",1
"D021-1638AlexGregg15May2093",1
"D021-1638AlexGregg15May2094",1
"D021-1638AlexGregg15May2095",1
"D021-1638AlexGregg15May2096",1
"D021-1638AlexGregg15May2097",1
"D021-1638AlexGregg15May2098",1
"D021-1638AlexGregg15May2099",1
"D021-1638AlexGregg15May2100",1
"D021-1638AlexGregg15May2101",1
"D021-1638AlexGregg15May2102",1
"D021-1638AlexGregg15May2103",1
"D021-1638AlexGregg15May2104",1
"D021-1638AlexGregg15May2105",1
"D021-1638AlexGregg15May2106",1
"D021-1638AlexGregg15May2107",1
"D021-1638AlexGregg15May2108",1
"D021-1638AlexGregg15May2109",1
"D021-1638AlexGregg15May2110",1
"D021-1638AlexGregg15May2111",1
"D021-1638AlexGregg15May2112",1
"D021-1638AlexGregg15May2113",1
"D021-1638AlexGregg15May2114",1
"D021-1638AlexGregg15May2115",1
"D021-1638AlexGregg15May2116",1
"D021-1638AlexGregg15May2118",1
"D021-1638AlexGregg15May2119",1
"D021-1638AlexGregg15May2120",1
"D021-1638AlexGregg15May2121",1
"D021-1638AlexGregg15May2122",1
"D021-1638AlexGregg15May2123",1
"D021-1638AlexGregg15May2124",1
"D021-1638AlexGregg15May2125",1
"D021-1638AlexGregg15May2126",1
"D021-1638AlexGregg15May2127",1
"D021-1638AlexGregg15May2128",1
"D021-1638AlexGregg15May2129",1
"D021-1638AlexGregg15May2130",1
"D021-1638AlexGregg15May2131",1
"D021-1638AlexGregg15May2132",1
"D021-1638AlexGregg15May2133",1
"D021-1638AlexGregg15May2134",1
"D021-1638AlexGregg15May2135",1
"D021-1638AlexGregg15May2136",1
"D021-1638AlexGregg15May2137",1
"D021-1638AlexGregg15May2138",1
"D021-1638AlexGregg15May2139",1
"D021-1638AlexGregg15May2140",1
"D021-1638AlexGregg15May2141",1
"D021-1638AlexGregg15May2142",1
"D021-1638AlexGregg15May2143",1
"D021-1638AlexGregg15May2144",1
"D021-1638AlexGregg15May2145",1
"D021-1638AlexGregg15May2146",1
"D021-1638AlexGregg15May2147",1
"D021-1638AlexGregg15May2149",1
"D021-1638AlexGregg15May2150",1
"D021-1638AlexGregg15May2151",1
"D021-1638AlexGregg15May2152",1
"D021-1638AlexGregg15May2153",1
"D021-1638AlexGregg15May2154",1
"D021-1638AlexGregg15May2155",1
"D021-1638AlexGregg15May2156",1
"D021-1638AlexGregg15May2157",1
"D021-1638AlexGregg15May2158",1
"D021-1638AlexGregg15May2159",1
"D021-1638AlexGregg15May2160",1
"D021-1638AlexGregg15May2161",1
"D021-1638AlexGregg15May2162",1
"D021-1638AlexGregg15May2163",1
"D021-1638AlexGregg15May2164",1
"D021-1638AlexGregg15May2166",1
"D021-1638AlexGregg15May2167",1
"D021-1638AlexGregg15May2168",1
"D021-1638AlexGregg15May2169",1
"D021-1638AlexGregg15May2170",1
"D021-1638AlexGregg15May2171",1
"D021-1638AlexGregg15May2172",1
"D021-1638AlexGregg15May2173",1
"D021-1638AlexGregg15May2174",1
"D021-1638AlexGregg15May2175",1
"D021-1638AlexGregg15May2176",1
"D021-1638AlexGregg15May2177",1
"D021-1638AlexGregg15May2178",1
"D021-1638AlexGregg15May2179",1
"D021-1638AlexGregg15May2180",1
"D021-1638AlexGregg15May2181",1
"D021-1638AlexGregg15May2182",1
"D021-1638AlexGregg15May2183",1
"D021-1638AlexGregg15May2184",1
"D021-1638AlexGregg15May2185",1
"D021-1638AlexGregg15May2186",1
"D021-1638AlexGregg15May2187",1
"D021-1638AlexGregg15May2188",1
"D021-1638AlexGregg15May2189",1
"D021-1638AlexGregg15May2190",1
"D021-1638AlexGregg15May2191",1
"D021-1638AlexGregg15May2192",1
"D021-1638AlexGregg15May2193",1
"D021-1638AlexGregg15May2194",1
"D021-1638AlexGregg15May2195",1
"D021-1638AlexGregg15May2196",1
"D021-1638AlexGregg15May2197",1
"D021-1638AlexGregg15May2198",1
"D021-1638AlexGregg15May2199",1
"D021-1638AlexGregg15May2200",1
"D021-1638AlexGregg15May2201",1
"D021-1638AlexGregg15May2202",1
"D021-1638AlexGregg15May2203",1
"D021-1638AlexGregg15May2204",1
"D021-1638AlexGregg15May2205",1
"D021-1638AlexGregg15May2206",1
"D021-1638AlexGregg15May2207",1
"D021-1638AlexGregg15May2208",1
"D021-1638AlexGregg15May2209",1
"D021-1638AlexGregg15May2210",1
"D021-1638AlexGregg15May2211",1
"D021-1638AlexGregg15May2212",1
"D021-1638AlexGregg15May2213",1
"D021-1638AlexGregg15May2214",1
"D021-1638AlexGregg15May2215",1
"D021-1638AlexGregg15May2216",1
"D021-1638AlexGregg15May2217",1
"D021-1638AlexGregg15May2218",1
"D021-1638AlexGregg15May2219",1
"D021-1638AlexGregg15May2220",1
"D021-1638AlexGregg15May2221",1
"D021-1638AlexGregg15May2222",1
"D021-1638AlexGregg15May2223",1
"D021-1638AlexGregg15May2224",1
"D021-1638AlexGregg15May2225",1
"D021-1638AlexGregg15May2226",1
"D021-1638AlexGregg15May2227",1
"D021-1638AlexGregg15May2228",1
"D021-1638AlexGregg15May2229",1
"D021-1638AlexGregg15May2230",1
"D021-1638AlexGregg15May2231",1
"D021-1638AlexGregg15May2232",1
"D021-1638AlexGregg15May2233",1
"D021-1638AlexGregg15May2234",1
"D021-1638AlexGregg15May2235",1
"D021-1638AlexGregg15May2236",1
"D021-1638AlexGregg15May2237",1
