"geodeticDatum","reps"
"gazetteer",24
"WGA84",24
"h",23
"NAD-83",23
"unknwon",23
"UTM",23
"WGS83/NAD83",23
"18 54' 20.2 N 109 40' 48.6 E",22
"-80.79",22
"Montserrat Island Astro 1958",22
"-102.084366",21
"1451",21
"7844",21
"NAD27NAD27",21
"under seaweed at tide line",21
"-100.51799",20
"Ain el Abd 1970",20
"2289",19
"Fort Thomas 1955",19
"NAD27NAD27NAD27",19
"nad83",19
"San Antonio de los Cobres",19
"WG84/NAD83",19
"Withheld",19
"-100.508706",18
"19 06' 55.3 N 109 05' 52.5 E",18
"-59.9223806",18
"CAPE",18
"USD83",18
"UTM projection",18
"WBS84/NAD83",18
"102",17
"329",17
"(NAD 83)",17
"Ocotepeque",17
"1500",16
"6558",16
"80",16
"DMS",16
"Holzmaden",16
"WGS85/NAD83",16
"1421",15
"-59.9442694",15
"-59.9531056",15
"-59.956575",15
"AUS84",15
"WGS*4",15
"-104.687182",14
"114",14
"1718",14
"1821",14
"1959",14
"2132",14
"-59.9340278",14
"GRA",14
"(NAD 27)",14
"0",13
"-101.47833",13
"1381",13
"1984",13
"\International spheroid\",13
"TOPO!",13
"1556",12
"1618",12
"1983",12
"-59.9513722",12
"-97.39611",12
"C3",12
"Garson",12
"WGS84  (UTM Datum: N/A)",12
"-100.501626",11
"-100.508641",11
"1431",11
"1551",11
"18 42' 24.0 - 18 41' 14.1 N  109 52' 55.5 - 109 52' 45.8' E",11
"2252",11
"401",11
"5",11
"Manning Seamount",11
"WG584",11
"WG84",11
"-102.538147",10
"1738 m",10
"18 42' 24.0 N 109 52' 55.5 E",10
"320",10
"-59.9251083",10
"-74.084706",10
"NAD",10
"(NAD27) North American 1927",10
"NAD 27  (UTM Datum: NAD 27 CONUS)",10
"NAD83/WSS84",10
"UTM NAD27",10
"1505",9
"1668",9
"1732 m",9
"1777",9
"1962 American Samoa",9
"2061",9
"2158",9
"2829",9
"3036",9
"347",9
"-59.9415417",9
"NAD29",9
"NAD83/WGS128",9
"WGS87",9
"-100.514348",8
"-100.546179",8
"-100.67993",8
"1372",8
"1445",8
"1524",8
"1659",8
"1734",8
"18 44' 01.4 N 109 32' 54.0 E",8
"1923",8
"2014",8
"2265",8
"419",8
"-59.9237861",8
"-59.9265111",8
"-59.9374139",8
"-59.9476556",8
"-59.9503806",8
"-59.9517833",8
"-59.9606222",8
"Benkovac",8
"DMC",8
"GRS 80",8
"Indian 1954",8
"NAD82",8
"Tayma",8
"WGS 102",8
"WS84",8
"WSG83",8
"-100.500511",7
"-100.501169",7
"100m",7
"-102.03556",7
"1329",7
"1350",7
"1670",7
"19 56' 15.4 N 110 14' 38.9 E",7
"212",7
"5000",7
"-59.962025",7
"750",7
"-99.642509",7
"approx.",7
"NAD30",7
"WGS4",7
"WGS 84/NAD 83",7
"-100.500782",6
"-100.504081",6
"-100.511507",6
"-101.049492",6
"1014",6
"1469",6
"1673",6
"1902",6
"1986",6
"2063",6
"2253",6
"299",6
"-59.9284944",6
"-59.9298972",6
"-59.9499667",6
"-59.9551694",6
"-59.9554833",6
"715",6
"ca.",6
"Indonesian 1974",6
"NAD83 Zone 16",6
"(NAD84)",6
"NADA83",6
"NWS84",6
"other",6
"Righthand Shutup",6
"UTM Zone16",6
"WGS 84, GPS reading",6
"WHS84",6
"-100.240966",5
"-100.500624",5
"-100.71873",5
"1327",5
"1538",5
"1685",5
"1723 m",5
"1773",5
"2045",5
"2047",5
"2054",5
"2060",5
"2417",5
"274",5
"-59.9313028",5
"-59.9428639",5
"-59.9603528",5
"73",5
"763",5
"-80.824394",5
"865",5
"-95.202885",5
"-96.423106",5
"-97.303642",5
"ED",5
"(GPS, WGS 84)",5
"Kelvin Seamount",5
"NAD 1927?",5
"NAD87",5
"Owens",5
"S1942",5
"USD 27",5
"WGS83/NAD84",5
"WGS 88",5
"WGS 89",5
"1",4
"-100.494993",4
"-100.497987",4
"-100.500713",4
"-100.512885",4
"-100.520897",4
"-100.539108",4
"-100.546984",4
"-100.64306",4
"-104.218106",4
"1176",4
"1221",4
"128",4
"1478",4
"1483",4
"1698",4
"1800",4
"18 41' 14.1 N 109 52' 45.8 E",4
"1982",4
"2027",4
"2141",4
"2172",4
"2735",4
"4463",4
"-54.316406",4
"-59.9195722",4
"-59.9326222",4
"-59.9412139",4
"-59.9490583",4
"-59.9588861",4
"-59.9691944",4
"-61.46455",4
"-61.5875",4
"-95.826536",4
"-97.086923",4
"-97.118684",4
"-97.130275",4
"-99.33392",4
"-99.732093",4
"approx",4
"Astronomic Station Ponape (1951)",4
"��10m",4
"Nad27",4
"NAd27",4
"NAD83 / WGS84",4
"Nad83 Zone 16",4
"NAD85",4
"NAD86",4
"NAD88",4
"NAD90",4
"NAD91",4
"NAD93",4
"NAD94",4
"NAD97",4
"NAD98",4
"NAD99",4
"unkknown",4
"WG84S",4
"wgs 84",4
"(WGS 84)",4
"WGS84/WGS83",4
"WGS 85",4
"WQGS84",4
"0.3 km",3
"-100.227557",3
"-100.238563",3
"-100.393442",3
"-100.456754",3
"-100.482074",3
"-100.48951",3
"-100.496638",3
"-100.500851",3
"-100.50128",3
"-100.505508",3
"-100.514352",3
"-100.521593",3
"-100.529152",3
"-100.540353",3
"-100.544683",3
"-100.544792",3
"-100.699631",3
"100.739069",3
"-100.997087",3
"-103.33917",3
"-103.89417",3
"1075",3
"110",3
"1180",3
"1335",3
"137",3
"1375",3
"1400",3
"1440",3
"1458",3
"1562",3
"1564",3
"1570",3
"1643",3
"1648",3
"1688",3
"1701",3
"1720",3
"1769",3
"1816",3
"1912",3
"2029",3
"2084",3
"2228",3
"2320",3
"24",3
"2636",3
"301",3
"338",3
"-35.0180556",3
"3635.192",3
"37",3
"-59.9401389",3
"-59.9425333",3
"-59.9578972",3
"6",3
"-61.4465417",3
"-61.4555472",3
"-61.4645222",3
"-63.8841389",3
"-73.291168",3
"9",3
"-96.415394",3
"ADG 66",3
"Antigua Island Astro 1943",3
"Balanus Seamount",3
"Berkshire, Wellington College",3
"GeoLocate",3
"Google Earth and Google Maps",3
"Luzon Philippines",3
"m",3
"N/A",3
"NA84",3
"NAD100",3
"NAD101",3
"NAD102",3
"NAD104",3
"NAD105",3
"NAD106",3
"NAD107",3
"NAD109",3
"NAD110",3
"NAD111",3
"NAD 1987",3
"NAD-27",3
"NAD31",3
"NAD32",3
"NAD33",3
"NAD34",3
"NAd83",3
"NAD83  (UTM Datum: NAD83)",3
"NAD83/WGS100",3
"NAD83/WGS94",3
"NAD89",3
"NAD92",3
"NAD95",3
"NAD96",3
"NADS 83",3
"NAD, WGS84",3
"North America 1983/NAD83 (GRS 80)",3
"Parikh; NAD83",3
"Trib. To Na",3
"trs2LL",3
"Tyndall",3
"UTM Zone17",3
"(WGS84)",3
"WGS 84.",3
"WGS84`",3
"WGS84; accuracy in ft",3
"WGS91",3
"WGS95",3
"WGS97",3
"WGS98",3
"Woods Hollow Tank",3
".",2
"'",2
"1000",2
"1000 m",2
"-100.166426",2
"-100.21801",2
"-100.239005",2
"-100.258484",2
"-100.436327",2
"-100.449046",2
"-100.469748",2
"-100.481971",2
"-100.49824",2
"-100.500647",2
"-100.501558",2
"-100.502972",2
"-100.502975",2
"-100.512971",2
"-100.520137",2
"-100.539073",2
"-100.542394",2
"-100.542908",2
"-100.543156",2
"-100.576161",2
"-100.596313",2
"-100.640031",2
"-100.680095",2
"-100.91722",2
"-101.647931",2
"-101.854033",2
"-102.094274",2
"-102.984011",2
"-103.091533",2
"1037",2
"-103.961965",2
"-104.068009",2
"-104.49611",2
"-104.686763",2
"1050",2
"-107.618423",2
"-107.740133",2
"1155",2
"12s",2
"1334",2
"1337",2
"134",2
"1340",2
"1342",2
"1371",2
"1401",2
"1439",2
"146",2
"1496",2
"1550",2
"1597",2
"1631",2
"16770",2
"1722",2
"1749 m",2
"1774",2
"1780",2
"18 40' 27.6 N 109 36' 15.9 E",2
"18 43' 29.5 N 109 52' 07.4 E",2
"1865",2
"18.895134",2
"192",2
"!196",2
"1996",2
"200",2
"2001",2
"2012",2
"20699",2
"21",2
"210",2
"2267.192",2
"229",2
"239747 E 4416782 N",2
"260",2
"2739",2
"293",2
"335",2
"3483",2
"357",2
"380017 E 4351684 N",2
"380913 E 4301750 N",2
"4425130 N 286231 E",2
"512",2
"-51,70",2
"-51,73",2
"549",2
"-56,38",2
"-59.2657694",2
"-59.9209778",2
"-59.9279139",2
"-59.9354306",2
"-59.9463333",2
"-61.446525",2
"-61.4554861",2
"-61.4824944",2
"-61.563",2
"-62.2627778",2
"-62.305",2
"-65.3036111",2
"730336E 4020656N",2
"-73.0902778",2
"732",2
"-73.731349",2
"-73.8849",2
"-74.525757",2
"-80.735203",2
"83",2
"84",2
"-95.30806",2
"-95.56889",2
"-95.66444",2
"-96.253738",2
"-96.352849",2
"-96.871278",2
"-96.93333",2
"-97.278538",2
"-98.046251",2
"-99.283607",2
"-99.777486",2
"-99.970093",2
"Chorrillos",2
"GNIS",2
"GPS_loran",2
"GPS (WGS84)",2
"HER.04752",2
"��10 m",2
"label",2
"LH1",2
"MIN.03673",2
"NAD103",2
"NAD108",2
"NAD112",2
"NAD113",2
"NAD114",2
"NAD115",2
"NAD116",2
"NAD117",2
"NAD119",2
"NAD 1984",2
"(NAD27)",2
"NAD 27 Conus",2
"NAD27CONUS",2
"(NAD27 CONUS)",2
"NAD27 GPS",2
"NAD35",2
"NAD36",2
"NAD7",2
"NAD 83/WGS84",2
"Nad 84",2
"NAD 85",2
"NAD 86",2
"NAdD27",2
"NAS27",2
"ND83",2
"North American 1983",2
"Piep",2
"Pomeroy",2
"/qfa84",2
"San",2
"Solitario",2
"Street/Atlas",2
"T.4S., R.4W., sec 11, SW 1/4",2
"uknown",2
"UNK",2
"Unkown",2
"UTM 32 V KM 936 861",2
"UTM: 32 V LN 724 128",2
"UTM Z11",2
"UTM:Zone 17",2
"WG",2
"WGS100",2
"WGS 1894.",2
"WGs 1984",2
"WGS-1984.",2
"WGS64",2
"WG S84",2
"WGS84F",2
"WGS84, Google Earth",2
"WGS 84/NAD83",2
"WGS 84/ NAD 83",2
"WGS84q",2
"WGS88",2
"WGS89",2
"WGS90",2
"WGS92",2
"WGS 94",2
"WGS96",2
"WS 1984",2
"(WSG 84)",2
"=",1
"\",1
"0588664E, 4465040N",1
"0602338E, 4533089N",1
"0602368E, 4532830N",1
"0623918E, 4495836N",1
"0731100 5178800",1
"-100.052389",1
"-100.106776",1
"-100.116397",1
"-100.123901",1
"-100.176768",1
"-100.194035",1
"-100.195515",1
"-100.21887",1
"-100.224278",1
"-100.227671",1
"-100.245728",1
"-100.27697",1
"-100.278418",1
"-100.285583",1
"-100.285975",1
"-100.291344",1
"-100.30722",1
"-100.309348",1
"-100.323586",1
"-100.326371",1
"-100.327094",1
"-100.33139",1
"-100.338527",1
"-100.350305",1
"-100.356452",1
"-100.358533",1
"-100.359378",1
"-100.368785",1
"-100.372008",1
"-100.376631",1
"-100.415726",1
"-100.429804",1
"-100.437013",1
"-100.438387",1
"-100.442978",1
"-100.448052",1
"-100.450102",1
"-100.457361",1
"-100.463717",1
"-100.465611",1
"-100.470028",1
"-100.480539",1
"-100.481246",1
"-100.482616",1
"-100.483286",1
"-100.48444",1
"-100.486465",1
"-100.4874",1
"-100.493781",1
"-100.496121",1
"-100.49774",1
"-100.497953",1
"-100.498997",1
"-100.499444",1
"-100.500241",1
"-100.500735",1
"-100.500877",1
"-100.501886",1
"-100.501901",1
"-100.502722",1
"-100.505418",1
"-100.509455",1
"-100.510855",1
"-100.511326",1
"-100.511547",1
"-100.511901",1
"-100.512235",1
"-100.513496",1
"-100.51363",1
"-100.514347",1
"-100.514493",1
"-100.517263",1
"-100.518931",1
"-100.520182",1
"-100.520304",1
"-100.520752",1
"-100.522247",1
"-100.523509",1
"-100.527156",1
"-100.527181",1
"-100.528764",1
"-100.529688",1
"-100.533142",1
"-100.534845",1
"-100.53502",1
"-100.537293",1
"-100.538738",1
"-100.539084",1
"-100.539584",1
"-100.539866",1
"-100.542772",1
"-100.545562",1
"-100.546318",1
"-100.546381",1
"-100.548411",1
"-100.556347",1
"-100.561138",1
"-100.581734",1
"-100.608033",1
"-100.620417",1
"-100.62184",1
"-100.62278",1
"-100.638329",1
"-100.63923",1
"-100.641046",1
"-100.645869",1
"-100.650785",1
"-100.682094",1
"-100.688198",1
"-100.696335",1
"-100.701596",1
"-100.708039",1
"-100.71061",1
"-100.711996",1
"-100.730403",1
"-100.730711",1
"-100.732729",1
"-100.734441",1
"-100.740807",1
"-100.779015",1
"-100.785749",1
"-100.789745",1
"-100.802005",1
"-100.811231",1
"-100.818524",1
"-100.828242",1
"-100.838234",1
"-100.884175",1
"-100.975342",1
"-101.03339",1
"-101.041018",1
"-101.052257",1
"-101.191442",1
"-101.36381",1
"-101.384966",1
"-101.415615",1
"-101.439514",1
"-101.450177",1
"-101.4586",1
"-101.48083",1
"-101.484853",1
"-101.69466",1
"-101.696231",1
"-101.800095",1
"-101.82222",1
"-101.829129",1
"-101.837596",1
"-101.83944",1
"-101.859566",1
"-101.87097",1
"-101.921567",1
"-101.928582",1
"-101.956909",1
"-101.97472",1
"-101.982819",1
"-102.027174",1
"-102.077751",1
"-102.08059",1
"-102.099552",1
"-102.25732",1
"-102.274439",1
"-102.343703",1
"-102.443438",1
"-102.545439",1
"-102.619201",1
"-102.635056",1
"-102.695389",1
"-102.744141",1
"-103.068237",1
"-103.098289",1
"-103.571527",1
"-103.66056",1
"-103.74726",1
"-103.779522",1
"-103.785055",1
"-103.863872",1
"-103.886681",1
"-103.890769",1
"-103.918036",1
"-103.925994",1
"-103.927891",1
"-103.938929",1
"-103.950989",1
"-103.966783",1
"-103.980376",1
"-103.989946",1
"-103.998236",1
"-104.002951",1
"-104.044897",1
"-104.063854",1
"-104.071991",1
"-104.172979",1
"-104.436749",1
"-104.688675",1
"-104.688789",1
"-105.540645",1
"-106.281738",1
"-106.61583",1
"-109.841309",1
"1130",1
"1190",1
"119?47'W",1
"-119.882813",1
"1200",1
"12/1146",1
"-121.15",1
"-122.522941",1
"124",1
"1262",1
"12T0574452E 4531017N",1
"12 T UTM",1
"1322",1
"1330",1
"1336",1
"1355",1
"1364",1
"1390",1
"14",1
"141.020508",1
"1430",1
"1468",1
"147.546387",1
"1522",1
"155",1
"1559",1
"156",1
"1563",1
"16",1
"1600",1
"1635",1
"165",1
"1674",1
"1681",1
"1689",1
"1690",1
"17",1
"1713",1
"1728",1
"1745",1
"175",1
"1753",1
"1762",1
"177.06m",1
"1776",1
"1792",1
"1823",1
"18 40' 14.8 - 18 41' 14.1 N; 109 52' 58.3 - 109 52' 45.8 E",1
"18 50' 24.4 N 109 38' 45.7 E",1
"1863",1
"1880",1
"1883",1
"1917",1
"1929",1
"19.471",1
"1948",1
"196",1
"1985",1
"1990",1
"1991",1
"20",1
"20 03 00.0  N 110 19 11.0 E",1
"2015",1
"2035",1
"206593 E 429666 N",1
"2078",1
"20N",1
"21.1",1
"21.111823",1
"22",1
"2200",1
"2201",1
"22.211654",1
"2.22222222222222e+47",1
"227",1
"23",1
"2308",1
"2309",1
"2310",1
"2311",1
"2331",1
"238",1
"242",1
"2485",1
"249",1
"249764 E 4355486 N",1
"2576",1
"2600 ft",1
"26.05957",1
"2670",1
"270ft",1
"2742",1
"278",1
"2880",1
"288971 E 4324136 N",1
"298147 E 4348377 N",1
"2km",1
"30",1
"3000",1
"3000 m",1
"3050",1
"3066300_388600",1
"308",1
"308923E 4974800 N",1
"(+/- 30 meters)",1
"(+/- 30 Meters)",1
"3120",1
"312350 4454924",1
"314991 4483946",1
"3150",1
"316",1
"3184",1
"319824E, 4255333N",1
"336467E, 4984392N",1
"34.6819",1
"347493E, 4246995N",1
"348518E 425170N",1
"3486824E 4249512N",1
"35",1
"351",1
"-35.8594444",1
"376",1
"38",1
"383279E 4484281N",1
"384175 E 4316100 N",1
"3861820",1
"3881783",1
"-38.8963889",1
"4015544N 620640E",1
"-40.1997222",1
"402",1
"4082.78N 382.29E",1
"-41.0497222",1
"4171",1
"425",1
"4346703.13mN 301121.42mE",1
"439",1
"441170 E. 4370662 N. 12 T UTM",1
"4424993 N, 285385 E",1
"4425431 N 284927 E",1
"4425461 N 284654 E",1
"4425734 N 284799 E",1
"4425976 N 285002 E",1
"4426240 N 285121 E",1
"4444669N 680257E",1
"4444669N 680257E, NAD 83",1
"44.987847",1
"45",1
"457",1
"-46.8205556",1
"4700 ft.",1
"-47,55",1
"479909E 4933086N",1
"4800 ft",1
"-48,62",1
"-49,35",1
"50000",1
"507773E 4415328N",1
"518",1
"5320",1
"-53,58",1
"538978E 4578744N",1
"-54,13",1
"-54,43",1
"5500ft",1
"-55.0355833",1
"550847E, 4317913N",1
"550910E, 4317975N",1
"5547",1
"-55.5225833",1
"558299E, 4321688N",1
"-55,88",1
"5.59m",1
"56",1
"561995E 4029466N",1
"57",1
"-58.465133",1
"584769E 4005377N",1
"585021, 4483922",1
"5950 ft.",1
"-59.9163889",1
"-59.9593",1
"-59,97",1
"-59.9877778",1
"600",1
"-60.3569444",1
"-60.4459083",1
"-60.7032778",1
"-60.8225833",1
"-61.4555083",1
"-61.4555222",1
"-61.4644944",1
"-61.4735167",1
"-61.4735444",1
"-61.4825194",1
"-61.4825361",1
"-61.4825444",1
"-61.55945",1
"-61.5655833",1
"-61.5736",1
"618120E 4013340N",1
"-61.9296667",1
"-61.93595",1
"-62,42",1
"624840E 4013891N",1
"-62,80",1
"-63,00",1
"631719 4243010 11 N",1
"632768E 3971034N",1
"-63,28",1
"640242E, 3983038N",1
"645754E 4890603N",1
"647494E 4150083N UTM Z11",1
"648WTU",1
"651679E 4887106N",1
"651679E, 4887106N",1
"657077E 4248624N",1
"-66,17",1
"-66,42",1
"674128E 4250715N",1
"674201E 4250720N",1
"674298E 4250672N",1
"684761 4335933",1
"687853 4611211",1
"694923, 4608596",1
"6 km",1
"700",1
"-70.232162",1
"7067633E 406452N",1
"707181E 4005662N",1
"712065 5068143",1
"735200E 4313600N",1
"-73.725128",1
"-73.76667",1
"-73.826406",1
"-74.437578",1
"-74.454345",1
"-74.840181",1
"-76.594405",1
"77",1
"-77.351562",1
"-77.739258",1
"7800",1
"-78.943648",1
"8",1
"800",1
"-80.570498",1
"-80.617332",1
"-80.68528",1
"-80.7151",1
"-80.74136",1
"-80.741875",1
"-80.748728",1
"-80.764704",1
"-82.978936",1
"8300 ft.",1
"-94.89972",1
"950",1
"-95.120554",1
"-95.28861",1
"-95.436917",1
"-95.647575",1
"-95.697987",1
"-95.95578",1
"-95.979501",1
"9.6",1
"-96.170122",1
"-96.329897",1
"-96.983074",1
"-97.179027",1
"-97.221837",1
"-97.253597",1
"-97.258015",1
"-97.311195",1
"-97.74278",1
"-97.743467",1
"-97.85995",1
"-98.151855",1
"-98.283691",1
"-98.552264",1
"-98.683093",1
"-98.762354",1
"-98.976198",1
"-98.97847",1
"-99.108062",1
"-99.13028",1
"-99.133157",1
"-99.153914",1
"-99.267074",1
"-99.296768",1
"-99.2975",1
"-99.367167",1
"-99.38417",1
"-99.388798",1
"-99.417616",1
"-99.421475",1
"-99.513417",1
"-99.613983",1
"-99.763679",1
"-99.770383",1
"-99.820442",1
"-99.84154",1
"-99.856691",1
"-99.862984",1
"-99.932713",1
"-99.964341",1
"a",1
"AGD84",1
"Arc 1950",1
"(Atlas Fl. Eur.): MH2",1
"Atlas Fl. Eur.: NH1",1
"Atl. Fl. Eur.",1
"Australian Geodetic Datum 1984",1
"BerkeleyMapper",1
"BerkeleyMapper (copied from UC101086)",1
"Butovice",1
"Buttrill Ranch",1
"Cape",1
"Chuchle",1
"(copied from UCR133714)",1
"DAD83",1
"Dadens (BC)",1
"Datum 83",1
"DD",1
"Delaware",1
"DMS:",1
"ED50V",1
"European Datum 1950",1
"Eutendorf",1
"f",1
"Friday Harbor",1
"G9",1
"GAD94",1
"GDA 94",1
"GoogleEarth",1
"Google Map (WGS84)",1
"GPS, NAD 27",1
"GS4",1
"GTS 84",1
"Guajara Mirim",1
"HAD83",1
"http://lichenportal.org/portal/collections/editor/occurrenceeditor.php?q_recordedby=&q_recordnumber=&q_eventdate=&q_identifier=&q_othercatalognumbers=&q_observeruid=&q_enteredby=&q_datelastmodified=&q_processingstatus=unprocessed&q_customfield1=stateProvi",1
"��1000 m",1
"�� 100 m",1
"��100 m",1
"inundatum",1
"IVAD 83",1
"Lat. ca. 20�� N.",1
"LG1",1
"LHI",1
"Lochkov",1
"Lockport",1
"loran",1
"M",1
"n",1
"N",1
"#N/A",1
"NA83",1
"NA83D",1
"NAB83",1
"NAD118",1
"NAD120",1
"NAD121",1
"NAD122",1
"NAD123",1
"NAD124",1
"NAD125",1
"NAD126",1
"NAD127",1
"NAD128",1
"NAD129",1
"NAD130",1
"NAD131",1
"NAD132",1
"NAD133",1
"NAD134",1
"NAD135",1
"NAD136",1
"NAD137",1
"NAD138",1
"NAD139",1
"NAD140",1
"NAD141",1
"NAD142",1
"NAD143",1
"NAD144",1
"NAD145",1
"NAD146",1
"NAD147",1
"NAD148",1
"NAD149",1
"NAD150",1
"NAD151",1
"NAD152",1
"NAD153",1
"NAD154",1
"NAD155",1
"NAD156",1
"NAD157",1
"NAD158",1
"NAD159",1
"NAD160",1
"NAD161",1
"NAD162",1
"NAD163",1
"NAD164",1
"NAD165",1
"NAD166",1
"NAD 1924",1
"nad27",1
"NAD@27",1
"NAD27?",1
"NAD27-AK",1
"NAD 27 Alaska Datum",1
"NAD-27 continental",1
"Nad27 CONUS",1
"NAD27 ConUS",1
"NAD27 updated with NAD83",1
"NAD 27  (UTM Datum: NAD27)",1
"NAD 27  (UTM Datum: NAD27 CONUS)",1
"NAD27  (UTM Datum: NAD27 CONUS)",1
"NAD27  (UTM Datum: NAD83)",1
"NAD27 (waypoint #266); UTM zone 11",1
"NAD 28",1
"NAD 29",1
"NAD3",1
"NAD37",1
"NAD38",1
"NAD 38",1
"NAD383",1
"NAD39",1
"NAD40",1
"NAD41",1
"NAD8",1
"NAD82/WSS84",1
"NaD83",1
"NAd-83",1
"NAD83?",1
"NAD83/",1
"NAD83354",1
"Nad 83/84",1
"NAD 83, GPS reading",1
"NAD83/WGS129",1
"NAD83/WGS8;",1
"NAD83, WGS84",1
"NAD83?WGS84",1
"NAD83/WGS84, ACME Mapper 2.1",1
"NAD83/WGS84w",1
"NAD83/WGS85",1
"NAD83/WGS86",1
"NAD83/WGS95",1
"NAD83/WGS96",1
"NAD83/WGS97",1
"NAD83/WGS98",1
"NAD 83 Z11",1
"NAD 83, Zone 11 N",1
"NAD 83, Zone 15",1
"Nad83 Zone 17",1
"(NAD 84)",1
"NAD84/WGS84",1
"NAD 87",1
"NAS 27",1
"NAVD88",1
"NDA83",1
"NGVD 29",1
"n./k",1
"none indicated",1
"North America; USA; Texas; Brewster County; Marathon",1
"North America; USA; Washington; San Juan County; Friday Harbor",1
"On Water with net",1
"preserved 3 May 1980",1
"q",1
"R4W T4S sec11",1
"Retriever Seamount",1
"Romoland 7.5' Q.",1
"Romoland 7.5\' Q.",1
"Sunshine Springs",1
"T1S, E22W, sec. 11",1
"T1S, R22W, S11",1
"T.24S., R.24E., S.31",1
"T45N R101W",1
"Terrai Navigator 1:24,000",1
"Terrain Navigator: 1:24,000",1
"Terrain Navigator, inferred",1
"Terrain Navigator Pro.",1
"Terrain Navigatory 1:24,000",1
"TRS",1
"Tx Highway 51",1
"UGS84",1
"unbknonw",1
"Union",1
"unknown-NAD83 assumed",1
"USGA 7.5\\ Wolf Gap WV/VA quad",1
