lifestage,reps
Eggs,949
unk,945
Neonate,941
2 egg,893
Leptocephalus,880
JUV,845
39 WEEKS,838
imm.sk.,834
Ind,833
Hatched,829
trace,827
23 WEEKS,825
showing blood,824
10 adult,820
meta-young,819
sub-adult,788
nestl,785
SY,784
Not Recorded,780
IMMATURE,771
Tadpole,766
Egg,763
well begun,761
D,753
3 unknown,745
9 adult,742
Euring 3,735
after hatch year,728
1,727
BURSA NOT FOUND,724
fledgling,719
53 WEEKS,718
of recorded,718
25 WEEKS,717
1/3,702
44 WEEKS,696
1K+,693
24 WEEKS,692
just begun,691
Euring 4,686
Fetus,683
neonate,682
other,680
juveniles,680
large embryos,676
5 egg,670
metamorph,663
48 WEEKS,646
1/2,643
juvenil | Euring 3,636
fr,634
11 adult,628
50 WEEKS,626
foetus,617
at time of field collection,617
45 WEEKS,613
Gosner 46: anuran metamorph,611
CLASS,607
adult(s),605
49 WEEKS,597
TRANSFORMING,596
Gosner 43: early anuran metamorph,594
Trace,591
larve,591
began,581
FR,576
[Juv.],576
Downy,575
Small embryos,574
embryon,573
51 WEEKS,573
adult | Euring 4,566
56 WEEKS,566
41 WEEKS,560
over-winter,559
40 WEEKS,555
ADULTS,554
55 WEEKS,549
47 WEEKS,546
1/4,544
57 WEEKS,542
DNY,535
43 WEEKS,534
46 WEEKS,532
HATCHED,526
Well begun,526
54 WEEKS,524
SKULL 100% OSS; NO BURSA,521
Old adult,510
60 WEEKS,508
Euring 5,507
Gosner 44: anuran metamorph,502
nestlings,501
LARVA,498
skull ossified,497
well started,496
12 adult,496
fetus,491
Imm,477
59 WEEKS,477
42 WEEKS,476
1.5 years,471
s.n.o.,468
[ad],464
adult | Euring 6,461
Skull ossified,461
Second year,453
s.o.,453
58 WEEKS,448
adults(s),443
62 WEEKS,437
larvae or tadpole,436
after second year,434
estimated from premolar sections.,431
Larva(e),430
Showing blood,426
0.5,425
4 unknown,418
Euring 6,416
26 WEEKS,407
yearling,407
juv.sk.,405
Embryos,402
64 WEEKS,401
61 WEEKS,399
juvenile; juvenile,399
ad?,398
2 years,394
63 WEEKS,392
Just begun,390
ATY,386
based,386
13 adult,381
Hatchlings,370
Gosner 45: anuran metamorph,369
Adult; skull oss.,367
Large embryos,363
0,363
Began,362
well along,361
second year,358
just started,356
far advanced,356
IM,356
5 unknown,347
Not Given,346
tadpoles,343
21 WEEKS,341
15 adult,340
UNKNOWN AGE,339
very slight,339
Gosner 41: tadpole w/forelimbs inside,334
Juveniles,332
10 days,330
HATCHLINGS,328
14 adult,327
38 WEEKS,327
[juv],326
pullus,325
65 WEEKS,323
U-Imm,316
adult?,311
Yg.,310
[Summer],301
adult(s) and juvenile(s),297
tadpole,296
yg.,288
Sex,287
1st.,285
infertile,284
addled,284
Ad. Summer,283
Far advanced,283
Well started,282
1St Winter,281
hatchlings,280
2.5 years,277
about 1/3,275
Emb,274
half,272
larve ou imago,271
16 adult,270
heavy,270
1.5,269
estimated,269
juvenile; cementum-0,269
SUB-ADULT,269
3 days,268
[Winter],267
20 adult,265
1st calendar year,264
Young adult,264
3 years,263
66 WEEKS,262
egg case,259
Just started,258
14 years,256
Euring 5 | Immadur,255
4 days,254
5 days,253
HATCHLING,253
TY,252
juvenile; 1 yr,251
12 years,248
13 years,247
2 days,246
Fry,242
2/3,242
G&D 53-54: larva w/5 hind limb digits,239
15 years,238
16 years,237
pull,237
17 adult,236
2 juvenile,235
0.5 yrs.,233
19 adult,232
rotten,232
Ad. Winter,230
6 egg,229
Fresh or barely started,229
67 WEEKS,224
nouveau-né,224
6 unknown,223
first year,222
Heavy,222
Euring 1 | cria,222
Very slight,221
SKULL OSS,219
1 week,218
17 years,218
Slightly incubated,218
pull.,218
11 years,217
Well along,216
[im],212
Adult(s),211
imm?,210
subad,207
Not reported,207
Poussin,205
well advanced,205
18 adult,205
10 years,203
[Im.],203
19 years,202
nearly fresh,202
1 adult,201
1st year,199
0.5 years,199
18 years,197
hatch year,197
soft embryos,196
young of the year,196
oeuf,192
Euring 2,192
68 WEEKS,191
bloody,191
2,191
chicks,191
young-of-the-year,190
Age Class I,190
20 years,190
Sub,187
Addled,186
4 years,185
104 WEEKS,185
skull unossified,183
metamorph(s),180
about half,180
2.5,179
hatching year,179
imm.?,178
indeterminable,176
29 WEEKS,172
21 adult,171
3K,171
2nd calendar year,170
Fragments,170
NESTLING,169
moderate,166
im,164
1st.yr.sk.,163
8 years,162
about 1/4,161
fry,161
37 WEEKS,160
36 WEEKS,160
2nd.,159
No data,159
69 WEEKS,159
ad. sk.,158
27 WEEKS,157
Gosner 34-36: tadpole w/hind toes,157
see card,156
about 1/2,155
leptocephale,155
pup,155
21 years,154
Downy-Juv.,154
1.5 yrs.,154
medium,153
"adulte, têtards",153
mort-né,152
9 years,152
CHICK,152
skull fully ossified,152
adult; 399 C day,151
5 years,151
22 adult,151
Subad,151
possible juvenile(s),150
19 WEEKS,149
35 WEEKS,149
hatch-year adult,149
4,148
adult; cementum-1,148
23 adult,148
immature?,148
3/4,147
incubated,147
7 unknown,145
3,145
adult adult,143
slightly,143
Yearling,143
0 ou 1,143
0 years,142
70 WEEKS,142
Adults,142
6 years,142
12 days,139
Nearly fresh,137
6 days,137
Slightly,136
BURSA NOT FOUND; SKULL 100% OSS.,135
large skull windows,134
About 1/3,134
Euring 1,134
egg(s),133
Fresh to slight,133
3 or 4 days,133
eggs,133
jeune,132
Well advanced,131
ovum,130
fledgeling,130
adult; 1.5 yr,129
adult; 2.5 yr,128
u d.,128
MATURE,128
half-grown,128
25 adult,128
one week,127
Premetamorph,127
Nouveau-né,126
10 unknown,126
small embryo,126
8 days,126
7 years,125
34 WEEKS,125
1 day,125
24 adult,125
22 years,123
Bloody,123
juvenil | Euring 5,123
28 WEEKS,122
Soft embryos,122
Euring 3 | Immadur,122
33 WEEKS,122
juv?,121
N/A,120
After hatching year,120
1St Summer,120
SUBADULT,120
no aplicable,119
Gosner 28-30: tadpole w/hind limb buds,119
Yg,117
sk.imm.,116
"egg, larva",116
adult; 2 yr,116
30 adult,116
Juv. ?,116
Juvenile(s),115
subadulte,114
2 or 3 days,114
fresh to slight,113
Ad. ?,112
Gosner 37-38: tadpole w/later toe stage,112
0.5 YRS.,112
18 WEEKS,112
medium skull windows,111
ad.?,110
over-wintered,109
3.5,109
Sub-adult,108
8 unknown,108
4 or 5 days,106
not begun,106
LARVAL,105
3.5 years,105
31 WEEKS,105
Not indicated,105
ADULT ; NO BURSA,105
Small embryo,104
Moderate,104
Half,104
25 years,103
Br.,103
young adult,103
AD ?,103
4K+,103
hy; sy,103
Juvenile/Subadult,103
Large embryo,102
About 1/2,102
sa,102
32 WEEKS,102
1st,102
juv.?,102
ASY,102
74 WEEKS,101
SKULL 100% OSS.,101
7 days,100
24 years,100
2.5 yrs.,100
23 years,99
75 WEEKS,99
2 UNKNOWN AGE,99
br.,98
Newborn,96
20 WEEKS,96
76 WEEKS,96
SKULL 100% OSS; BURSA NOT FOUND;,96
Adolescent,96
sk.ad.,95
28 adult,95
Larvae and metamorphs,95
métamorphosé,95
Depredated,94
27 adult,94
80 WEEKS,94
2Nd Winter,94
one third,94
26 adult,94
85 WEEKS,94
FLG,93
third year,92
Metamorphs,92
Medium,92
83 WEEKS,92
One week,92
larves,92
Slightly Incubated,92
Broken,92
Ad. Breeding,92
7 egg,92
ADULT ; SKULL 100% OSS; NO BURSA,91
Têtards & imago,91
sk.unoss.,91
sk.wind.,91
[downy young],91
Foetus,90
82 WEEKS,89
Fr,89
81 WEEKS,89
sk.doubled,89
almost fresh,88
29 adult,88
cria,88
Juv.-1St Winter,87
17 WEEKS,87
subadult/adult,87
84 WEEKS,85
few days,85
unkn.,85
Few days,85
73 WEEKS,84
71 WEEKS,84
"tétards, imagos",84
One third,84
30 WEEKS,84
large emrbyos,83
About half,83
one half,83
Aged Adult,83
4 WEEKS,83
Not noted,83
Immadur,83
juvenile skull,82
88 WEEKS,82
adult; cementum-2,82
egg mass,82
Pup,82
5,81
JUVENILES,81
adult; juvenile,81
neonates,81
HY ?,81
Fresh.,80
nulle,80
Eft,79
1 yr,79
large embryo,79
G&D 52: larva w/4 hind limb digits,79
One half,79
1/3 advanced,79
quite fresh,78
Transformed or nearly so,78
0.5 yr,78
Subadult/Adult,77
u natal,77
sk.not oss.,77
sk.double,77
BURSA NOT FOUND;,77
several days,77
All stages,76
juvenile; adult,76
"ADULT, JUVENILE",76
U-Juv,76
2 weeks,76
Age Class II,76
considerable,75
just began,75
adult; 3.5 yr,75
about 5 days,74
Small Embryos,74
adult | Euring 8,74
1/2 advanced,74
ammocoetes,73
uad.,73
79 WEEKS,73
A trace,73
very advanced,73
78 WEEKS,73
ponte,72
slightly advanced,72
QP et imago,72
S.A.,72
ad. sk.oss.,72
6,71
Adv.,71
72 WEEKS,71
1 year.,71
3 juvenile,71
Considerable,71
77 WEEKS,70
hard embryos,70
well under way,70
leptocephalus,70
No development,69
just commenced,69
Euring 3j,69
89 WEEKS,69
adv.,69
Just commenced,68
87 WEEKS,68
33 adult,68
Sa,68
U-Nestling,68
Skull 100% ossified,68
NEONATE,68
one-third,68
pouch young,68
32 adult,68
nestling(s),68
26 years,67
adult; Rudd's age class 3-,67
about 4 days,67
Skull windows,67
15 WEEKS,67
slightly incubated,67
4.5,67
34 adult,67
Hatched in wild.,67
One fourth,66
Postmetamorph,66
eft,66
31 adult,66
Fresh; showing blood,66
U-1St Year,65
About 1/4 advanced,65
small skull windows,65
NO BURSA; SKULL 100% PNEUM,65
indeterminate,65
Skull fully ossified,64
Recent metamorph,64
96 WEEKS,64
36 adult,64
old adult,64
about 3 days,64
28 years,64
IMM,64
9 unknown,64
Showing Blood,64
About one-third,63
adult; 1 yr,63
SKULL 100% OSS,63
LEPTOCEPHALUS,63
1.5 YRS.,62
4yr. old,62
5 WEEKS,62
8 egg,62
Several days,62
First winter,62
Incubated,61
Gosner 40: tadpole w/hind foot complete,61
93 WEEKS,61
3.5 yrs.,61
4-5 days,60
38 adult,60
All fresh,59
9 days,59
Half incubated,59
u imm,59
about 1 week,58
very heavy,58
G&D 55: larva w/gills reducing,58
a trace,58
3-4 days,58
35 adult,58
12 unknown,57
Hatchling and egg shell,57
about 10 days,57
No sign of development,57
G&D 34-38: larva w/no front limb digits,57
3rd.,57
age class 0,57
2 yr,56
egg or embryo,56
2-3 days,56
larves + juveniles,56
Not given,56
Not begun,56
perfectly fresh,55
About 1/4,55
YG,55
37 adult,55
well on,55
1 YR,55
juvenile; Rudd's age class 32+,54
juvenile?,54
See card,54
Stage 25,54
1 UNKNOWN AGE,54
About 1/3 advanced,54
95 WEEKS,54
Summer,54
Fledgling,54
im.sk.,54
105 WEEKS,53
Not provided,53
5 or 6 days,53
all fresh,52
ready to hatch,52
sk. oss.,52
11 unknown,52
"JUVENILE, ADULT",52
a few days,52
about 1/3 advanced,52
adult; 3 yr,52
Immature - Hatchling,52
Fresh or started,52
Subad.,52
Série têtard DP,51
No incubation,51
Slight.,51
Ad?,51
tétard / larve,51
série têtards,51
50 adult,51
known,50
Nestlings,50
skull windows,50
Soft Embryos,50
bad,50
42 adult,49
U-S.A.,49
Collected post nesting. See addi,49
u,49
40 adult,49
Série têtards,49
30 years,49
medium embryos,49
Very fresh,48
91 WEEKS,48
39 adult,48
lrg.sk.wind.,48
u subad.,48
Skull not ossified,48
downy chick,48
all stages,48
Ad. Sum.-Ad. Win,48
about 2/3,48
1 year,48
27 years,48
well set,47
Stillborn,47
9 egg,47
7,47
0 years.,47
downy-Juv.,47
adult; 8.5 mo,46
adult; 4.5 yr,46
adult; adult,46
41 adult,46
skull not pneumatized at all,46
very fresh,46
eggs fresh,46
14 WEEKS,46
86 WEEKS,46
Premetamorphs,46
eft(s),46
u ad,45
1 juvenile,45
5.5,45
Skull oss,45
Advanced.,45
No recorded,45
103 WEEKS,45
two-thirds,45
Juveniles and metamorphs,45
bill,45
3-5 days,45
NO BURSA; SKULL 10% OSS.,45
uncertain,45
16 WEEKS,45
embryons,44
about 1/4 advanced,44
29 years,44
(Fh),44
109 WEEKS,44
adult; 1 C yr,44
1st winter,44
têtard stade 26,44
All Fresh,44
IM ?,43
têtard stade 29,43
4.5 years,43
skull 100% ossified,43
A few days,43
1/8,43
Well on,43
Almost fresh,43
ad.sk.oss.,43
3 yr,43
Ad.Sum.-Ad.Win.,43
adult | Euring 2,43
Not available,43
sk.gran.,43
Ad. Win.-Ad. Sum,42
showing,42
newborn,42
juvs,42
Four days,42
Slightly advanced,42
+,42
skinned,42
1St Win.-1St Sum,41
juvenil | Euring 3j,41
45 adult,41
very small embryos,41
1/5,41
sk.clear,41
2/5,41
94 WEEKS,41
3rd calendar year,41
strictly fresh,41
2 nestling,41
Gravid adult,41
Larvae and metamorph,41
Calf,41
metamorphs,41
Large Embryos,41
HY/SY,40
Fresh to advanced,40
2 adults,40
15 unknown,40
Very advanced,40
G&D 41-42: larva w/3 front limb digits,40
sub.,40
92 WEEKS,40
Failed,40
adult; 3+ yr,40
partial,40
3rd summer,40
101 WEEKS,39
AHY; NO BURSA; SKULL 100% OSS.,39
After second-year,39
Fresh or slight,39
"Adult, skull oss.",39
Branchiate adult,39
97 WEEKS,39
no development,39
Well developed embryo,39
Slightly developed embryo,39
90 WEEKS,39
2nd,39
adult | subadult,38
10,38
>1st calendar year,38
31 years,38
Ju.,38
Gosner 31-33: tadpole w/hind foot,38
43 adult,38
1St Year,38
12 WEEKS,38
feathered embryos,38
Gosner 39: tadpole w/hind subtubercles,38
14 unknown,38
Well Begun,38
ADULT ; SKULL OSS,38
juvenile; .5 yr,38
sk.comp.oss.,38
Euring 8,38
adult on eggs,38
of,38
immature;subadult,38
Egg mass,38
three days,37
Bad,37
embryos formed,37
moderate to advanced,37
4 juvenile,37
11 days,37
bloodshot,37
Age Class III,37
10 egg,37
5-6 days,37
98 WEEKS,37
13 unknown,37
102 WEEKS,37
AHY?,37
1st yr.,36
20 unknown,36
None over 3 or 4 days,36
4.5 yrs.,36
s.1/2 o.,36
1-2 days,36
1St Spring,36
well formed embryos,36
sk. ad.,35
Quite fresh,35
hard set,35
skull double,35
16 unknown,35
class 2 or 3,35
subadult | Euring 5,35
AHY; NO BURSA,35
juv. sk.clear,35
Gosner 23-24: tadpole w/external gills,35
oeufs,35
"têtards, imagos",35
sk. imm.,35
bill smooth,35
petit,35
16 days,35
juvenile; Rudd's age class 31,35
[Young],34
U-Subad,34
Two days,34
adult; 12 mo,34
stale,34
SKULL FULLY PNEUM,34
DEVEL,34
6 WEEKS,34
G&D 46-48: larva w/no hind limb digits,34
adult; cementum-0,34
4K,34
and sex,34
one day,34
adult; 6 mo,34
NO BURSA; SKULL 25% OSS.,34
v. small embryos,34
about 25%,33
Three days,33
1/10,33
107 WEEKS,33
adult; cementum-3,33
100 adult,33
46 adult,33
2 YR,33
Gosner 19-22: pretadpole,33
almost complete,33
fairly advanced,33
5 months,33
one fourth,33
44 adult,33
About 5 days,33
SY?,33
Egg fragments,33
advanced-feathered,32
Perfectly fresh,32
3 WEEKS,32
Pregnant,32
About 2/3,32
Infant,32
JUVENILE; ADULT,32
About one third,32
[imm],32
47 adult,32
5 to 7 days,32
2 years.,32
st.31,32
œuf,32
Aged adult,32
skull doubled,32
gravide,32
Not Reported,32
4 yr,32
10 WEEKS,31
About 3 days,31
imagos,31
Immature - hatchling,31
Stade 45-46,31
sub-adulte,31
Adult ?,31
Hatched eggs,31
49 adult,31
one-half,31
well commenced,31
immatures,31
126 WEEKS,31
ADOLESCENT,31
108 WEEKS,31
imm. sk.,31
têtard 4 pattes,31
Juv.-1St Win.,31
9 WEEKS,31
ADULT PLUMAGE; NO BURSA,30
checked,30
13 WEEKS,30
11 WEEKS,30
hatched-W,30
3Rd Winter,30
2/3 advanced,30
neotenic,30
s.n.c.o.,30
juvenile ?,29
skull not ossified,29
2.5 YRS.,29
Mostly Fresh,29
and sex checked,29
56 adult,29
5K+,29
about 2 days,29
sco,29
2Nd,29
Fresh and well begun,29
5 yr,29
Natal,29
About 4 days,29
Winter,29
106 WEEKS,29
100 WEEKS,29
6 juvenile,29
immature skull,29
no record,29
st. 39,29
About 1/2 advanced,29
growth series,29
Eggs fresh,29
No record,28
male,28
Very heavy,28
15 days,28
51 adult,28
1St,28
over-winter; over-winter,28
U-Subad.,28
48 adult,28
BURSA 3 X 3 MM,28
Beginning,28
Fragments.,28
Euring 2 | indeterminable,28
BURSA NOT FOUND; SKULL 10% OSS.,28
SY ?,28
Nof recorded,28
0.5 year,27
NO BURSA; SKULL 5% OSS.,27
Juvenile/Eft,27
SKULL 100% OSS.; NO BURSA,27
u sk.oss.,27
First year,27
Collected post-nesting. See addi,27
"Fertile, not incubated",27
5.5 years,27
Fresh and started,27
about 1/2 advanced,27
1 larva,27
8,27
Broken eggs,27
Ad SFO,27
ty,27
Adult; skull fully oss.,27
Trace.,27
8 WEEKS,27
99 WEEKS,27
adult; 4 yr,27
112 WEEKS,27
60 adult,27
multiple,27
54 adult,26
32 years,26
slight to moderate,26
Adult wings and tail,26
adult | Euring 10,26
têtard QP imago,26
nestling pullus,26
G&D 31-33: larva w/branching gills,26
nearly hatched,26
1 têtard,26
four days,26
about 7 days,26
after hatching year,26
[domestic],26
1St Sum.-2Nd Win,26
[Imm.],26
Age Class IV,26
Almost complete,26
larva; adult,26
55 adult,26
Adult SFO,26
st.45,26
One-third,26
turning,26
cub,26
juv. chick,26
Rotten,26
juv.sk.clear,26
ok,25
fresh to trace,25
2years,25
Metamorph (early),25
A4Y,25
st.42,25
7 WEEKS,25
Fertile,25
N/a,25
METAMORPHS,25
BURSA NTO FOUND,25
sk.granulated,25
metamorph with tail,25
over 1/2,25
Euring 7 | Immadur,25
1/4 advanced,25
Very Slight,25
OLD,25
Partial,25
about a week,25
NO BURSA FOUND,25
ed,25
52 adult,25
sk.winds.,25
st.28,25
Ad.; S.F.O.,25
U-Fledgling,24
ahy,24
Ready to hatch,24
sk.windows,24
About one half,24
about 3/4,24
3P,24
Hard set,24
fragments,24
G&D 56: metamorph,24
BURSA 4 X 3 MM,24
Sk. Oss.,24
têtard stade 28,24
SKULL CA. 0% PNEUM,24
adult; Rudd's age class 3+,24
Adult orjuvenile,24
"adult, skull fully ossified",24
st.46,24
Adult tail,24
"fresh, commenced",24
Fh,24
SKULL 25% OSS; NO BURSA,24
Transforming larva,24
u a.,24
33 years,24
adult class 3,24
tiny sk.wind.,24
SKULL NOT OSS,23
u juv,23
Well under way,23
well incubated,23
See data card,23
1 or 2 days,23
Hatching year,23
2.0,23
1years,23
juvenile; 20 day,23
sk. not oss.,23
suspected adult,23
Skull 100% oss,23
G&D 50-51: larva w/3 hind limb digits,23
skull clear,23
1 ou 2,23
st.27,23
18 days,23
LARVE,23
five days,23
Eggs and Larvae,23
110 WEEKS,23
Hard embryos,23
NESTLINGS,23
Larvae and premetamorphs,23
class 2,23
Chicks,23
5.5 yrs.,23
embryo(s),23
53 adult,23
Euring 4 | indeterminable,23
Near term embryo,23
45-46,23
not given,23
trace of red,22
NO BURSA; SKULL 75% OSS.,22
STUDY,22
well-formed embryos,22
Far Advanced,22
3rd,22
NO BURSA; SKULL 50% OSS.,22
118 WEEKS,22
about fresh,22
Well Started,22
Showing,22
Started.,22
25 unknown,22
SKULL COMPL. OSS,22
Commenced.,22
No further information available,22
26 days,22
18 months,22
sk.dbl.,22
QP - imago,22
s.c.o.,22
Skull Oss.,22
24 unknown,22
6K,22
adult male,22
adult; 5.5-6.5 yr,22
Well formed embryos,22
1st.yr.,22
3 nestling,22
well began,22
egg yolk sac larva,22
6 or 7 days,22
Juv.?,21
têtard 2 pattes,21
HY by plumage,21
s.1/3 o.,21
adult plumage,21
Well set,21
11 egg,21
st.39,21
PARATYPE,21
About 2 days,21
1st.-2nd.,21
One-half,21
Just began,21
Not  recorded,21
New born,21
s.1/4 o.,21
Data not recorded,21
Medium embryo,21
alevin,21
about one week,21
8-10 days,21
Five days,21
m+,21
nestl.,21
TISSUE AND PHOTO ONLY,21
Ammocoete,21
Just Begun,21
Larval/In 2.5% Formalin,21
"fresh, showing blood",21
têtards + imago,20
Larve,20
along,20
One day,20
5 yrs.,20
and,20
99 adult,20
136 WEEKS,20
From fresh to well began,20
fuc,20
Embryos formed,20
subadult | Euring 3,20
BURSA NOT FOUND; SKULL 25% OSS.,20
146 WEEKS,20
about one half,20
HY; BURSA NOT FOUND,20
Well commenced,20
complete,20
6.5,20
NO BURSA FOUND; SKULL 100% PNEUM,20
3 YR,20
adult; 19 day,20
adv,20
"stage 43 of Gosner, 1960",20
Late stage embryo,20
Com.,20
G&D 39: larva w/2 front limb digits,20
two days,20
12 egg,20
Over 1/2,20
62 adult,20
8 yr,20
about 6 days,20
50%,20
128 days,20
not commenced,20
[chick],20
old,19
3 UNKNOWN AGE,19
highly incubated,19
Juvenile ?,19
Immature ?,19
fresh - slight,19
blood,19
Nestling Downy,19
neonate; 1 day,19
U-Adult,19
57 adult,19
Very small embryos,19
small,19
adult; 1 yr 8.5 mo,19
59 adult,19
st.26,19
3 Days,19
fresh to bloody,19
7 or 8 days,19
5K,19
about 2/5,19
s.3/4 o.,19
58 adult,19
Eggs and embryos,19
partly incubated,19
SFO,19
Adv,19
tiny sk.winds.,19
7 yr,19
[juv.],19
as,19
st.42-43,19
fledged,19
1st. summer,19
ASY; NO BURSA,19
feathered,19
1/2 year,19
Adult; skull 100% oss.,19
About fresh,19
juvenile; 1 mo,19
7 to 10 days,19
G&D 40: larva w/elbow articulation,18
Varied- see data card,18
a/n,18
6 yr,18
BURSA 5 X 4 MM,18
adult; 5 yr,18
Just Started,18
Trace of red,18
61 adult,18
4Y,18
Imm?,18
u nestling,18
Im,18
>2nd calendar year,18
30 unknown,18
U-1St Winter,18
adult; 8-11 yr,18
One-third incubated,18
Têtards QP et,18
sk. double,18
BURSA 3 X 2 MM,18
about 8 days,18
SKULL PNEUM,18
badly,18
1 y.,18
14 days,18
24 months,18
fresh and slight,18
half advanced,18
large larva,18
Hatching,18
Begun.,18
jeune en mue,18
JUVENILE ; SKULL 10% OSS; BURSA,18
nearly 1/2,18
22 unknown,18
Stage 26,18
1 day old,18
"NO BURSA, SKULL 100% PNEUM",18
sk. doubled,18
baby,18
Failed nest,18
20 days,18
post,18
no,18
1st yr,18
soft bones forming,18
Euring 7,18
3.5 YRS.,18
BURSA 5 X 5 MM,18
two weeks,18
two thirds,18
Fresh or barley started,18
adult; 2 yr 8.5 mo,17
about 2 weeks,17
Adult + young,17
is,17
Cont.,17
7.5,17
BURSA 4 X 4 MM,17
sk.single,17
6.5 years,17
Nestling-Juv.,17
19 unknown,17
"stage 44 of Gosner, 1960",17
juvéniles,17
hatching,17
6 months,17
132 WEEKS,17
[Juv],17
Stage 37,17
nearly complete,17
[Imm],17
About 3/4,17
BURSA 7 X 6 MM,17
adult; 21 day,17
senile,17
G&D 43-45: larva w/4 front limb digits,17
Well developed,17
115 WEEKS,17
Ten days,17
Nearly hatched,17
2 young-of-the-year,17
tétard / imago,17
Juvenile?,17
"larves, imagos",17
ads,17
downy young,17
Well begun.,17
Turning,17
2-3 years,17
Blood,16
adult; embryo,16
125 WEEKS,16
about one third,16
1/3 incubated,16
130 WEEKS,16
some,16
adult; Rudd's age class 3,16
Large skull windows,16
embryos large and soft,16
immature plumage,16
U.Ad.,16
femelle,16
Immadur | Euring 9,16
2P,16
21 unknown,16
about 1/2 incubated,16
têtard stade 31,16
BURSA 6 X 5 MM,16
Imm.?,16
NO BURSA; SKULL 95% OSS.,16
Agé,16
About one week,16
117 WEEKS,16
suspected juvenile,16
113 WEEKS,16
143 WEEKS,16
Complete,16
sk. 1/2 oss.,16
barely begun,16
13 egg,16
class 3,16
4 YR,16
5 juvenile,16
1/2 incubated,16
fairly fresh,16
éclosion,16
"stage 40 of Gosner, 1960",16
sk. 1/3 oss.,16
Heavily incubated,16
begun in all,16
subadult?,16
adult; 25 day,16
adolescent,16
Two Days,16
very bad,16
Egg(s),16
sk.pneumatized,16
23 unknown,16
juvenil | subadult,16
CHICKS,16
ESTIMATED,16
About 1 week,16
bloody yolks,16
63 adult,16
4 days incubated,16
Bloodshot,16
2Nd Win.-2Nd Sum,16
3.5years,16
juvenile; larva,15
2 Days,15
sm.sk.wind.,15
134 WEEKS,15
1-2 eggs starting,15
somewhat advanced,15
122 WEEKS,15
135 WEEKS,15
Well incubated,15
Fragments only,15
5 Days,15
SKULL 100 % OSS; NO BURSA,15
traces of blood,15
Starting,15
1/6,15
various,15
YEARLING,15
Stage 36,15
juvenile; Rudd's age class 32,15
in days,15
2Nd?,15
About 25%,15
Stage 41,15
ADULT ; SKULL COMPLETELY OSS,15
badly incubated,15
slight traces,15
traces,15
Leptocephali,15
fresh to very slight,15
small sk.wind.,15
Same in all; well advanced,15
3.0,15
Half Incubated,15
after first year,15
adult; 29 day,15
BURSA NOT FOUND; SKULL 5% OSS.,15
f,15
2Nd Sum.-3Rd Win,15
moderate embryos,15
METAMORPH,15
Juvenile/subadult,15
adult; 6 yr,15
SKULL INCOMPL. OSS,15
three-fourths,15
4 nestling,15
Juv?,15
83 adult,15
144 WEEKS,15
adult; Rudd's age class 4-,15
clear,15
fresh to showing blood,14
Some,14
40 unknown,14
26 unknown,14
SUBADULT ; BURSA NOT FOUND;,14
29 unknown,14
sk. clear,14
4.0,14
148 WEEKS,14
têtard stade 36,14
light,14
6 YR,14
têtard stade 25,14
medium embryo,14
114 WEEKS,14
2nd summer,14
