geodeticDatum	reps
GEO-SIRGAS2000_EGM-812	1
Vanceburg	1
Viti Levu 1916	27
WGS 163	54
WGS82	1
-13.5105	3
-30.00169	1
-59.2657694	2
1478	4
AGF1599	1
EPSG:4339	5
GDA974	1
GEO-SIRGAS2000_EGM-1908	6
GEO-SIRGAS2000_EGM-1984	16
GEO-SIRGAS2000_EGM-3656	4
GEO-SIRGAS2000_EGM-813	1
GPS	1599
WGS 81	2
WGS210	2
WGS83	24
-107.3434	2
-27.8894	16
-32.81668	1
-59.9691944	4
1688	3
1859	31
2742	1
278	1
AGD1966 Zone 56J.	3
American Samoa 1962	43
GEO-SIRGAS2000_EGM-1149	2
GEO-SIRGAS2000_EGM-12233	2
GEO-SIRGAS2000_EGM-1909	1
GEO-SIRGAS2000_EGM-2070	6
GEO-SIRGAS2000_EGM-4160	1
GEO-SIRGAS2000_EGM-814	1
North American Datum 1983	53892
WGS211	2
WGS84	326109913
WGS84.	4
-60.8225833	1
1689	1
GEO-SIRGAS2000_EGM-1359	543
GEO-SIRGAS2000_EGM-3069	72
GEO-SIRGAS2000_EGM-473	18
GEO-SIRGAS2000_EGM-815	1
Hu-Tzu-Shan	1442
WGS212	2
WGS250	1
WGS85	216
-29.27631	3
-3.7536	4
3000	4
AUS84.	9
Ain el Abd 1970	20
CDA94	1
GEO-SIRGAS2000_EGM-1398	20
GEO-SIRGAS2000_EGM-1778	256
GEO-SIRGAS2000_EGM-4542	116
GEO-SIRGAS2000_EGM-816	1
RSA:2009	6
WGS 84	148579
WGS213	2
WGS251	1
WGS48	4
WGS86	47
wGS84	181
-27.40895	6
-28.98811	1
1500	1
43.78444444	2
GEO-SIRGAS2000_EGM-817	1
GPS 330	1
MGA94	280
WGS 85	16
WGS214	2
WGS252	1
WGS87	37
'	2
-17.32964	2
-23.06666667	2
-59.9284944	6
21.111823	1
300	2
47.87025	2
AMG84	1
AUS 84	1
GEO-SIRGAS2000_EGM-2625	11
GEO-SIRGAS2000_EGM-267	415
GEO-SIRGAS2000_EGM-476	3
GEO-SIRGAS2000_EGM-818	1
GPS 331	1
TOPO!	13
WGS 86	1
WGS215	2
WGS253	1
WGS88	19
-16.48666	2
-22.23156	4
-4.003514	2
-61.4465250	2
2158	9
Arc 1960	219
GEO-SIRGAS2000_EGM-12656	1
GEO-SIRGAS2000_EGM-2075	1
GEO-SIRGAS2000_EGM-21315	19
GEO-SIRGAS2000_EGM-2208	8
GEO-SIRGAS2000_EGM-819	1
GPS 332	1
Luzon	156
NAD83?WGS84	1
NDA83	1
New (1950) Arc	70
Ordnance Survey of Great Britain 1936	78
SD:2009	839
WG84	10
WGS 87	1
WGS216	2
WGS254	1
WGS89	5
(AGD84)	1
-27.85253	3
-27.92411	1
-28.84521	3
-59.9251083	10
GEO-SIRGAS2000_EGM-2038	161
GPS 333	1
IPB.00227.A	1
Indian 1975	43
WGS 88	6
WGS217	2
WGS255	1
not recorded	241576
-10.0925	1
-61.4645500	4
1371	2
1713	1
512	2
AGD84 AMG:50 (off map)	1
AMG  E	2
GEO-SIRGAS2000_EGM-1250	22
GEO-SIRGAS2000_EGM-14995	1
GEO-SIRGAS2000_EGM-1801	1
GEO-SIRGAS2000_EGM-3511	5
GEO-SIRGAS2000_EGM-688	468
GPS 334	1
Marathon	35
WGS 89	6
WGS218	2
WGS256	1
WGS84/NAD27	332
-11.04347	10
-15.17941	5
-19.58777	1
-26.24514	1
-59.9499667	6
-59.9517833	8
1334	2
1372	8
1505	9
1923	8
30	1
AUS84	21
D_WGS_1984	291179
GEO-SIRGAS2000_EGM-1251	82
Google Map (WGS84)	1
NA	7
NAD40	1
Tokyo Datum	33
WGS219	2
WGS257	1
WGs84	810
Wgs 84	1
lob2013-1-21	1
-25.38333	6
1335	3
134	1
1753	1
Bogotá WGS84	6466
GDA94, WGS84	1
GDA94-AGD84	40
GEO-SIRGAS2000_EGM-1841	2
NA83	2
NAD 27	20595
NAD41	1
NAD83/WGS	3
WGS258	1
WGS84 (originally NAD83)	1
lob2013-1-22	1
preserved 3 May 1980	1
-28.65962	1
-61.4824944	2
1336	1
1792	1
?way off	1
GDDA94	1
GEO-SIRGAS2000_EGM-1462	3
GEO-SIRGAS2000_EGM-1880	11
GEO-SIRGAS2000_EGM-19434	1
GEO-SIRGAS2000_EGM-20113	1
NAD - 1927	61
NAD 1924	1
WGS 1984. Re-located per GoogleEarth.	2
WGS259	1
îñ110	2
-24.91005	4
-49,35	1
-59.9551694	6
1337	2
1375	3
AMG 50JLL	1
GEO-SIRGAS2000_EGM-1254	1
GEO-SIRGAS2000_EGM-1672	1229
GEO-SIRGAS2000_EGM-1843	2
GEO-SIRGAS2000_EGM-21739	14
GEO-SIRGAS2000_EGM-710	1
GPS 338	2
Lochkov	1
Romoland 7.5' Q.	2
Species	2
WGS_1984	211340
-2.635	2
137	3
1718	14
175	1
2012	2
43.40194444	2
Australian Geodetic Datum 1984	1
GEO-SIRGAS2000_EGM-1464	13
GEO-SIRGAS2000_EGM-1806	1757
GEO-SIRGAS2000_EGM-20324	7
GEO-SIRGAS2000_EGM-5435	12
GEO-SIRGAS2000_EGM-711	1
GPS 18	1
NAD82	8
NAD83/WGS100	3
WGS4031	1
Wgs84	28
-2.2502	4
-33.00861	7
0	15
0.6289889	1
347	9
556	1
73	5
GEO-SIRGAS2000_EGM-712	1
GEO-SIRGAS2000_EGM-750	1
GPS 378	1
GUX 1 Astro	141
ID 1974	67
NAD 1927	9958
NAD83	446334
other	4
-27.88405	4
-7.0733	1
1	37763
1.145875	2
1929	1
2014	8
975	1
GEO-SIRGAS2000_EGM-20364	1
GEO-SIRGAS2000_EGM-713	1
GEO-SIRGAS2000_EGM-751	1
NAD84	11
North America; USA; Washington; San Juan County; Friday Harbor	1
WGS110	2
WGS3397	1
WGS4033	1
WP281, WGS84.	1
wgs84	47133
(NAD83/WGS84))	1
-84.845	2
2015	1
37	3
8.239897	2
AGD 66.	20
AGD66/WGS84	10
GDA94 - AGD84	1
GEO-SIRGAS2000_EGM-1258	604
GEO-SIRGAS2000_EGM-3348	6
GEO-SIRGAS2000_EGM-714	328
GEO-SIRGAS2000_EGM-752	1
GEO-SIRGAS2000_EGM-790	1
Kenya Colony	405
NAD85	1
WGS111	2
WGS3398	1
nad 83	2
-16.69215	1
-59.9374139	8
-6.55	2
2054	5
3	20
GEO-SIRGAS2000_EGM-1639	120
GEO-SIRGAS2000_EGM-715	1
GEO-SIRGAS2000_EGM-753	1
GEO-SIRGAS2000_EGM-791	1
WGS112	2
WGS150	2
WGS3399	1
World Geodetic System 1984	670435
-16.16667	1
-20.4753	8
-59.9531056	15
-62.2627778	2
100m	2
4	1
77	1
AGD84 / GDA94	1
GDA84	96
GEO-SIRGAS2000_EGM-1887	10
GEO-SIRGAS2000_EGM-20158	23
GEO-SIRGAS2000_EGM-716	1
GEO-SIRGAS2000_EGM-754	1
GEO-SIRGAS2000_EGM-792	1
NAD87	1
NO DISPONIBLE	1045417
WGS113	2
WGS151	2
WGS4036	1
unbknonw	2
îñ155	1
-15.95699	9
-2.299	2
0.6339	2
1400	1
2265	8
49.96722222	2
5	11
BogotáObservatory	15
ETRS89 (~WGS84)	48827
GDA94/WGS84	16
GEO-SIRGAS2000_EGM-717	1
GEO-SIRGAS2000_EGM-755	1
GEO-SIRGAS2000_EGM-793	1
WGS114	2
WGS152	2
WGS190	2
WGS4037	1
lob2013-0-33	1
-27.93345	1
1401	2
2228	4
6	3
GEO-SIRGAS2000_EGM-4653	3
GEO-SIRGAS2000_EGM-718	1
GEO-SIRGAS2000_EGM-756	1
GEO-SIRGAS2000_EGM-794	1
MGA 94	3
NAD7	2
Provisional South American 1956	3035
WGS115	2
WGS153	2
WGS191	2
WGS4038	1
(NAD83/WGS84).	1
-32.47011	4
-59.9163889	1
/qfa84	2
1440	3
201	34
410	1
7	1
AMG 55 375529 7614326	2
Djakarta (Batavia)	208
GEO-SIRGAS2000_EGM-2393	5
GEO-SIRGAS2000_EGM-4654	16
GEO-SIRGAS2000_EGM-719	1
GEO-SIRGAS2000_EGM-757	1
GEO-SIRGAS2000_EGM-795	7
GPS 270	1
UTM: WGS84	4
WGS116	2
WGS154	2
WGS192	2
datum no indicado	808
lob2013-0-35	1
îñ158	1
-13.25789	3
-17.03563	9
-18.12944	5
-59.9513722	12
1821	14
4NAD83/WGS84	1
8	1
EPSG:4340	1
GDA94/MGA94	6
GEO-SIRGAS2000_EGM-21216	1
GEO-SIRGAS2000_EGM-758	1
GEO-SIRGAS2000_EGM-796	1
GPS 271	1
NAD27 CONUS	38
NAd83	6
WGS 84 datum	884
WGS117	2
WGS155	2
WGS193	2
ëþòèê	1
-13.07916667	2
9	3
EPSG:4341	1
GDA94.	6
GEO-SIRGAS2000_EGM-759	1
GEO-SIRGAS2000_EGM-797	1
WGS118	2
WGS156	2
WGS194	2
WGS94/NAD83	26
-17.38758	5
1690	1
1823	1
3000 m	1
AGD666	9
AMG50JLM623233	1
ED 1950	11002
EPSG:4342	2
GEO-SIRGAS2000_EGM-3412	11
GEO-SIRGAS2000_EGM-798	1
Righthand Shutup	6
WGS119	2
WGS157	2
WGS195	2
WHS84	5
-104.289721	1
34.6819	1
EPSG:4343	4
GEO-SIRGAS2000_EGM-1190	198
GEO-SIRGAS2000_EGM-1532	970
GEO-SIRGAS2000_EGM-1950	243
GEO-SIRGAS2000_EGM-799	1
NAD	14
NAD27?	2
WGS158	2
WGS196	2
WGS84F	2
-16.47326	3
-21.77769	1
-59.9578972	3
1.284692	2
1445	8
1483	4
1863	1
21.1	1
EPSG:4344	1
GEO-SIRGAS2000_EGM-1191	30
GEO-SIRGAS2000_EGM-19961	2
GEO-SIRGAS2000_EGM-2189	8
Nad83	4
UTM NAD27	10
WGS159	2
WGS197	2
[Redacted]	86
(NAD83-WGS84)	1
-27.42531	1
ADD66	3
AMGR	41
EPSG:4345	2
GEO-SIRGAS2000_EGM-1154	2
GEO-SIRGAS2000_EGM-1192	27
WGA84	25
WGS198	2
WGS83/NAD83	23
WGSA-84	3
-17.33337	2
-20.65	2
-24.9101	3
-47,55	1
-59.9428639	5
1618	12
1865	2
3DNAV	1
AMG 50	1
Amersfoort	317
ED50	1671652
EPSG:4346	4
G9	2
GEO-SIRGAS2000_EGM-1326	14
GEO-SIRGAS2000_EGM-1364	10
GEO-SIRGAS2000_EGM-1915	5
GEO-SIRGAS2000_EGM-19716	2
GEO-SIRGAS2000_EGM-3834	6
GEO-SIRGAS2000_EGM-820	4
GSA94	4
WGS - 84	6
WGS199	2
WGS83/NAD84	6
WGS84, degrees	4416
WGS90	13
-22.52252	5
-54,43	1
2331	1
CG41	1
GEO-SIRGAS2000_EGM-1745	4
GEO-SIRGAS2000_EGM-1992	285
GEO-SIRGAS2000_EGM-21888	1
WGS1966	2
WGS91	5
gazetteer	24
-61.5630000	2
-78.943648	1
457	1
875	1
AMG50	1
GEO-SIRGAS2000_EGM-1993	1
UTM	23
WGS 90	1
WGS92	4
-11.0585	2
-30.86667	2
1659	8
18 40' 14.8 - 18 41' 14.1 N; 109 52' 58.3 - 109 52' 45.8 E	2
249	1
2580	1
Aust. Geodetic 1984.	2
Berkshire, Wellington College	3
CAPE	18
Dadens (BC)	1
EPSG:4938	57
GDA984	1
GEO-SIRGAS2000_EGM-1576	2
GEO-SIRGAS2000_EGM-19339	17
GEO-SIRGAS2000_EGM-2041	42
Guajara Mirim	1
Map datum unk	26
WGS 91	1
WGS220	2
WGS93	5
-3.9843	4
-30.66613	6
-31.77113	10
1698	4
2125	2
AMG 54	1
GEO-SIRGAS2000_EGM-1159	27
GEO-SIRGAS2000_EGM-1368	10
GEO-SIRGAS2000_EGM-1995	254
GEO-SIRGAS2000_EGM-2004	5
GEO-SIRGAS2000_EGM-2080	230
GEO-SIRGAS2000_EGM-21700	264
GEO-SIRGAS2000_EGM-273	4
NAD27NAD27NAD27	19
WGS 92	1
WGS221	2
WGS94	611
(WGS84) World Geodetic System 1984	44216
-59.9209778	2
-59.9442694	15
-59.9593000	1
18 41' 14.1 N 109 52' 45.8 E	8
AMG 55	1
GEO-SIRGAS2000_EGM-19759	1
GSW84	119257
MAD83	2
WGS 93	1
WGS222	2
WGS260	1
WGS95	3
inundatum	1
-27.96788	2
-34.43791	1
-61.5594500	1
1300	2
AGD84	522510
AMG54	1
GEO-SIRGAS2000_EGM-1199	5
GEO-SIRGAS2000_EGM-1959	27
GEO-SIRGAS2000_EGM-237	4
Lockport	1
Montserrat Island Astro 1958	22
WGS223	2
WGS261	1
WGS96	3
approx	4
map of the IGN 1/50000, degrees	695
-21.99979	2
-25.10246	2
-27.36264	1
100	1
1510	32
2375	1
BerkeleyMapper (copied from UC101086)	4
CB	2
GEO-SIRGAS2000_EGM-20649	14
GEO-SIRGAS2000_EGM-2083	1
GEO-SIRGAS2000_EGM-694	288
GP 428	1
W8	1
WGS224	2
WGS262	1
WGS97	3
(GDA94)   (WGS84)	1
1340	2
1720	3
GDA - 94	6
GDA94-AGD84.	1
GEO-SIRGAS2000_EGM-18726	8
GEO-SIRGAS2000_EGM-21951	14
GEO-SIRGAS2000_EGM-695	1
Garson	12
NAD83/WGS84	12389
TOYKO	256
WGS225	2
WGS263	1
WGS98	3
1170	1
1550	2
900	1
AG Datum 1966	6
Butovice	1
EPSG:4202	38
GEO-SIRGAS2000_EGM-696	1
MIN.03673	2
NAD27 updated with NAD83	1
NAD83/WGS85	1
WGS226	2
WGS264	1
WGS99	3
Woods Hollow Tank	3
deg dec WGS84	4
1342	2
1551	11
1722	2
AMG (AGD66)	6
AMG 3 151 63 699.	1
AMG 431 160	1
GEO-SIRGAS2000_EGM-2219	73
GEO-SIRGAS2000_EGM-279	1
GEO-SIRGAS2000_EGM-697	1
NAD83/WGS86	1
UTM NAD 83	66
UTM NAD27, NAD83 Decimal Degrees	1820
WGS227	2
WGS265	1
-14.40812	3
-63.8841389	3
1381	13
351	1
GEO-SIRGAS2000_EGM-1222	4
GEO-SIRGAS2000_EGM-1260	455
GEO-SIRGAS2000_EGM-1811	3
GEO-SIRGAS2000_EGM-2296	146
GEO-SIRGAS2000_EGM-698	1
NAD83/	1
NZGD2000	47
UGS84	1
WGS1405	1
WGS228	1
WGS266	1
1762	1
40	1
732	2
AGD	3
GDA94-WGS-84	1
GE	1
GEO-SIRGAS2000_EGM-20330	8
GEO-SIRGAS2000_EGM-21575	6
GEO-SIRGAS2000_EGM-2677	222
GEO-SIRGAS2000_EGM-4558	4
GEO-SIRGAS2000_EGM-699	1
GEO-SIRGAS2000_EGM-8909	15
GPS, NAD 27	2
Owens	5
U.T.M.	3
WGS229	1
WGS267	1
WGS894	14
desconocido	64
lob2013-1-31	1
unknwon	23
-13.16425	3
-17.35705	3
-33.18333	2
-6.8833	4
3635.192	3
49.99222222	2
AGDA84	21
GEO-SIRGAS2000_EGM-1262	20
GEO-SIRGAS2000_EGM-1471	7
GEO-SIRGAS2000_EGM-1604	160
GEO-SIRGAS2000_EGM-19481	1
GEO-SIRGAS2000_EGM-4179	1
GEOLocate	56
Indonesian 1974	6
Kusaie Astro 1951	373
MGA94 DEN	2
(copied from UCR133714)	1
-25.25087	2
-31.08528	2
-44.94129	2
-53,58	1
316	1
905	3
ADG84	14
GEO-SIRGAS2000_EGM-11217	7
