lifestage,reps
0-4 days,1
0-4 veckor,1
0-b-b-I,1
0,5
0.0.t.b=0 to begun,1
0.135,1
0.2,1
0.2 years,1
0.2-0.3 mm,45
0.249,1
0.3 years,2
0.3 yr,1
0.3-0.7 mm,1
0.35 mm,1
0.4,2
0.4 mm,5
0.4 years,3
0.4 yr,1
0.5,1
0.5 -0.6mm,1
0.5 mm,1
0.5 mm embryo,1
0.5 year,28
0.5 years,191
0.5 years old (looks like adult),2
0.5 yr,78
0.5-0.6 mm,1
0.5-1 mm,1
0.5yr,4
0.6,2
0.6 yr,2
0.6-0.7,9
0.6mm,11
0.7-0.8 mm,25
0.8,1
0.8 mm,2
0.8yr.,1
0.9 year,1
0.9yr.,1
0.t-b-B,1
0,1
01 MESES,169
01-mars,2
02 MESES,74
213,1
03 MESES,64
03-avr,6
04 MESES,48
05 MESES,26
06 MESES,175
06May1947,1
07 MESES,17
08 MESES,29
09 MESES,4
0; egg taken from bird,1
0?,3
0Adult,1
0n trunk of Malus sieboldii (zumi),1
0n twigs of Acer sp.,1
0n twigs of Malus sieboldii (zumi),1
0ou1,12
1,5472
1  pupa reared from larva,1
1 & 2 Showing Blood; 3 Fresh,1
1 & 2 yr.,1
1 & 2: large embryos; 4: inferti,1
1 (found outside of nest fresh),1
1 - 1/3; 3 - 1/4,1
1 - 1/4; 1 - 1/3; 2 - 1/2,1
1 - 2 weeks old,1
1 - fresh (had yolk); 7  - norma,1
"1 - fresh, 1 - showing blood, 1",1
1 - no embryo; 2 - fledged,1
1 1/2 Years,2
1 1/2 Yr Old,1
1 1/2 years,1
1 1/2 yr.,2
1 30 day old male banded,1
"1 4 days, 1 2 days, Black-billed",1
"1 5 days, others less",1
1 ADULT,36
1 ADULT AND 871 LARV,1
1 ADULT FEMALE,1
"1 ADULT FEMALE, 4 JU",1
1 ADULT FEMALE; 2 LAR,1
1 ADULT MALE,1
"1 ADULT MALE, 2 FEMA",1
"1 ADULT MALE, 5 JUVE",1
1 ADULT MALE; 1 LARVA,1
1 ADULT REMAINS,1
"1 ADULT, 1 YOUNG ADU",1
"1 ADULT, 2 SUB-ADULT",1
"1 ADULT, 5 JUVENILES",1
"1 ADULT, 7 JUVENILES",1
"1 ADULT, 9 JUVENILES",1
"1 ADULT, AMMOCOETES",1
"1 ADULT, FRY",1
"1 ADULT, JUVENILES",4
"1 ADULT,2 TENUIS LAR",1
"1 ADULT,5 TENUIS LAR",1
1 ADULT; 18 JUVENILE,1
1 ADULT; 23 JUVENILE,1
1 ADULT; 29 JUVENILE,1
1 ADULT; 3 JUVENILE,1
1 ADULT; 8 JUVENILE,1
1 Addled Egg + 2(10 Day Old Chic,1
1 Addled Egg And 1 Fully Fledged,1
1 Adult,48338
1 Adult 1 Juvenile,3
"1 Adult Female, 1 Juvenile",1
"1 Adult Male, 1 Juvenile",1
1 Adult | 1 Adult,1
1 Adult | 1 Pupa,23
1 Adult(s),384919
"1 Adult, 1 Immature",6
"1 Adult, 1 Indeterminate",6
"1 Adult, 1 Infant",6
"1 Adult, 1 Juvenile",8
"1 Adult, 1 Juvenile, 1 Infant, 1 Indeterminate",1
"1 Adult, 1 Sub-adult, 1 immature",1
"1 Adult, 14 Indeterminate",1
"1 Adult, 2 Chicks",5
"1 Adult, 2 Indeterminate",14
"1 Adult, 2 Infant",1
"1 Adult, 2 Juvenile",1
"1 Adult, 2 Juveniles",26
"1 Adult, 3 Indeterminate",3
"1 Adult, 3 Juveniles",2
"1 Adult, 4 Indeterminate",3
"1 Adult, 5 Indeterminate",5
"1 Adult, 5 immatures",1
"1 Adult, 6 Indeterminate",1
"1 Adult, 7 Indeterminate",1
1 Adulto,10
1 Adulto 1 Juvenil,7
1 Adulto 2 Juveniles,2
1 Adulto 3 Juveniles,1
"1 Adulto indeterminado, 3 Inmaduros",1
1 Adulto y 1 Cría,1
1 Adulto y 1 Juvenil,6
1 Adulto y 1 Sin determinar,3
1 Adulto y 2 Crías,1
1 Adulto y 2 Juveniles,2
1 Adulto y 2 Sin determinar,2
1 Adulto y 3 Juveniles,1
1 Adulto y 3 Sin determinar,1
1 Adulto y Huevos,1
1 Adulto | 1 Juvenil,1
1 Adulto | 1 Larva,2
1 Adulto | 2 Crías,1
1 Adulto | 2 Huevos,1
1 Adulto | 2 Juveniles,1
1 Adulto | 2 Larvas | 1 Pupa,1
1 Adulto | 2 Polluelos,1
1 Adulto | 3 Larvas,1
1 Adulto | 4 Larvas,1
1 Adulto | 8 Larvas,1
"1 Adulto, 1 Cría",5
"1 Adulto, 1 Juvenil",1
"1 Adulto, 1 Juvenil, 5 Indeterminados",1
"1 Adulto, 3 Crías",1
"1 Adulto, 5 Subadultos, 2 Indeterminados",1
1 Adulto; 1 Juvenil,1
1 Adulto; 2 Juvenil,1
"1 Advanced, 1 Addled",1
"1 Advanced, 2 addled",1
1 Alevino,1
1 BREEDING MALE*,1
1 Commenced 2 Fresh,1
1 Cría,10
1 Day,5
"1 EMBRYO, 2 EGG CASE",1
"1 EMBRYO, MALE",1
1 Egg,11
"1 Egg Fresh, 4 Trace Of Blood",1
1 Egg Rotten,1
1 Egg | 1 Larva,1
1 Eggs,9
"1 Eggs, 1 Adult(s)",1
"1 Eggs, 1 Larva(e)",1
"1 Eggs, 10 Adult(s)",1
"1 Eggs, 2 Adult(s)",2
"1 Eggs, 3 Adult(s)",1
"1 Eggs, 4 Adult(s)",2
1 FEMALE,3
"1 FEMALE, 1 JUVENILE",1
"1 FEMALE, 1 MALE",13
"1 FEMALE, 2 JUVENILE",1
"1 FEMALE, 2 MALES",5
"1 FEMALE, 3 MALES",3
"1 FEMALE, 6 MALES",3
"1 FEMALE, 7 MALES, A",1
1 Female And 2 Male Eyases,1
1 Female juv,1
1 Female w/6 babies,1
1 Female w/8 babies,1
1 Female with egg case,1
"1 Female, 1 Egg Sac",1
"1 Female, 1 Immature",19
"1 Female, 1 Immature Male",2
"1 Female, 1 Juv",3
"1 Female, 1 Juvenile",3
"1 Female, 1 Male",11
"1 Female, 1 Males",1
"1 Female, 1 egg sac",1
"1 Female, 1 imm male",1
"1 Female, 1 juv",1
"1 Female, 1 juv Female",1
"1 Female, 1 juv female",1
"1 Female, 1 juv male",1
"1 Female, 1 juvenile",1
"1 Female, 100+ spiderlings",1
"1 Female, 14 Immature",1
"1 Female, 2 Immature",4
"1 Female, 2 Immature Females",2
"1 Female, 2 Immature Males, 7 Immature",1
"1 Female, 2 Juv",2
"1 Female, 2 Juvenile",1
"1 Female, 2 Juvenile Males",1
"1 Female, 2 Juveniles",2
"1 Female, 2 Male",1
"1 Female, 2 Males",2
"1 Female, 2 immature",1
"1 Female, 20 Immature",1
"1 Female, 25 juv",1
"1 Female, 3 Immature",2
"1 Female, 3 Juveniles",1
"1 Female, 3 Male",1
"1 Female, 3 Males",2
"1 Female, 3 Males, 3 Juv.",1
"1 Female, 30 Immature",1
"1 Female, 4 Immatures",2
"1 Female, 4 Juveniles",1
"1 Female, 5 Immature",1
"1 Female, 50 juv",1
"1 Female, 7 Immatures",1
"1 Female, 9 immature",1
1 Female; 1 Juvenile Male,1
"1 Five Days, Other Fresh",1
1 Fledging & 1 Dead & Dry Yng Bi,1
"1 Fmale, 1 juv",1
1 Fresh,1
1 Fresh 1 Showing Blood,1
"1 Fresh, 1 10%, 2 15-20%, 1 rott",1
"1 Fresh, 1 2 Or 3 Days",1
"1 Fresh, 1 Infertile",1
"1 Fresh, 1 Showing Blood",4
"1 Fresh, 1 Slight Trace Of Blood",2
"1 Fresh, 1 Small embryos, 2 Larg",1
"1 Fresh, 1 Trace Of Bl., 2 Sm. E",1
"1 Fresh, 1 slight",1
"1 Fresh, 2 Large Embryos",1
"1 Fresh, 2 Small Embryos",1
"1 Fresh, 2 Trace, 1 Very Sm. Emb",1
"1 Fresh, 2 Trace, 2 Very Sm. Emb",1
"1 Fresh, 2 showing blood",1
"1 Fresh, 2-4 Small Embryo",1
"1 Fresh, 3 Slight Trace Of Blood",1
"1 Fresh, 3 Slight Trace, 1 Trace",1
"1 Fresh, 4 Slight Trace Of Blood",2
"1 Fresh, 4 Small Embryos",1
1 Fresh; 1 small embryo,1
1 Fresh; 2 started,1
1 Fresh; 3 Started,1
1 Fresh; 4 Begun,1
1 HOUR OLD,1
1 Hatching + 1 Addled,1
"1 Heavy, 4 addled",1
1 Hembra 1Macho 1 cría,1
1 Imm,1
1 Immature,1
1 Indeterminado,3
1 Indeterminate,59
"1 Infant, 4 Indeterminate",1
1 Infante en el dorso,1
1 Infert.; Others Slight To Half,1
1 Infert.; Others Soft Embryos,1
1 Infert.; Others With Large Chi,1
"1 Infertile, Most Far Advanced",1
1 Inmaduro,22
1 JUVENILE,2
1 JUVENILE AND 5 ADU,2
1 JUVENILE MALE,2
"1 JUVENILE, 1 EGG CAS",1
"1 JUVENILE, 2 LARVAE",1
1 JUVENILE; 1 ADULT,3
1 JUVENILE; 2 ADULT,3
1 JUVENILE; 4 ADULT,1
1 Juv,1
1 Juvenil,37
1 Juvenil 2 Adultos,1
1 Juvenil 3 Adultos,1
1 Juvenil y 1 Sin determinar,2
"1 Juvenil, 1 Adulto",1
"1 Juvenil, 2 adultos",1
"1 Juvenil, 3 Adultos",1
"1 Juvenil, 9 Adultos",1
1 Juvenile,5
"1 Juvenile, 1 Infant",2
"1 Juvenile, 1 Infant, 6 Indeterminate",1
"1 Juvenile, 2 Indeterminate",1
"1 Juvenile, 3 Indeterminate",2
1 Juveniles,1
1 K,14
1 LARGE ADULT,1
1 LARVA,2
"1 LARVA, 3 JUVENILE",1
1 Large Embryo,1
1 Larva,24
1 Larva 7 adulto,1
1 Larva | 1 Pupa,5
1 Larva | 4 Adultos,1
1 Larva | 4 Alevinos,1
1 Larva | 5 Alevinos,1
1 Larva(e),1617
"1 Larva(e), 1 Adult(s)",45
"1 Larva(e), 2 Adult(s)",6
"1 Larva(e), 3 Adult(s)",2
"1 Larva(e), 5 Adult(s)",2
"1 Lrg Embryo, 1 Infertile, 1 Add",1
1 M,1
1 M (preadulto),1
1 MALE,12
1 MALE (004),1
1 MALE 1 FEMALE,1
"1 MALE, 1 FEMALE",16
"1 MALE, 1 FEMALE, 1",1
"1 MALE, 10 FEMALES",1
"1 MALE, 2 FEMALE",1
"1 MALE, 2 FEMALES",12
"1 MALE, 3 FEMALES",3
"1 MALE, 4 FEMALES",2
"1 MALE, 5 FEMALES",3
1 MALE; 2 FEMALES,1
1 MATURE ADULT MALE,1
"1 MATURE, 3 IMMATURE",1
"1 MIDDLE, 1 LATER LA",1
1 MONTH,1
1 Macho 1 Hembra 2 Inmaduros,1
1 Macho 1 Inmaduro,3
1 Macho 2 Hembras 1 Inmaduro 2 Indeterminados,1
1 Male 1 Female,1
1 Male 2 imm,1
1 Male 2Females,1
1 Male And I Female Eyas Produce,1
"1 Male Juv, 3 Female Juvs",1
"1 Male, 1 Female",176
"1 Male, 1 Female (Immature)",1
"1 Male, 1 Female, 1 Imm",1
"1 Male, 1 Female, 1 Immature",4
"1 Male, 1 Female, 2 Immature",1
"1 Male, 1 Female, 3 Immature",1
"1 Male, 1 Female, 4 Immatures",1
"1 Male, 1 Female, Juveniles",1
"1 Male, 1 Imm",1
"1 Male, 1 Immature",17
"1 Male, 1 Immature Female",4
"1 Male, 1 Immature Male, 1 Immature Female",1
"1 Male, 1 Juv",1
"1 Male, 1 Juv Female",1
"1 Male, 1 Juv.",1
"1 Male, 1 Juvenile",2
"1 Male, 1 imm",1
"1 Male, 1 juv",1
"1 Male, 10 Females",1
"1 Male, 10 Immature",1
"1 Male, 13 Females",1
"1 Male, 2 Female",14
"1 Male, 2 Females",47
"1 Male, 2 Females, 1 Immature",1
"1 Male, 2 Females, 1 Immatute",1
"1 Male, 2 Females, 14 Immature",1
"1 Male, 2 Females, 3 Immature",1
"1 Male, 2 Females, 4 Immature",1
"1 Male, 2 Imm",1
"1 Male, 2 Immature",4
"1 Male, 2 Juv",1
"1 Male, 2 Juvenile Females",1
"1 Male, 2 Juveniles",1
"1 Male, 2 imm",1
"1 Male, 24 Females, 5 Immature",1
"1 Male, 3 Female",4
"1 Male, 3 Females",12
"1 Male, 3 Females (Immature)",1
"1 Male, 3 Females, 1 Immature",1
"1 Male, 3 Females, 2 Immature",1
"1 Male, 3 Females, 3 Immature",1
"1 Male, 3 Females, 3 Juveniles",1
"1 Male, 3 Immature",1
"1 Male, 3 Immature Males",1
"1 Male, 3 Immatures",4
"1 Male, 4 Female",6
"1 Male, 4 Females",8
"1 Male, 4 Females, 3 Immatures",1
"1 Male, 4 Juv",2
"1 Male, 4 females",1
"1 Male, 5 Female",1
"1 Male, 5 Females",1
"1 Male, 5 Females, 1 juvenile",1
"1 Male, 5 Immature",1
"1 Male, 6 Female",1
"1 Male, 6 Females",4
"1 Male, 6 Imm",1
"1 Male, 6 Immature",1
"1 Male, 7 Females",2
"1 Male, 7 Immature",1
"1 Male, 8 Female",2
"1 Male, 8 Females",2
"1 Male, 9 Female",3
"1 Male, penult Female",1
"1 Male, prey grasshopper",1
"1 Males, 1 Females, 1 Immature",2
"1 Males, 1 Juvenile",1
"1 Males, 2 Females, 1 Immature",1
"1 Med, 2 Small embryos",1
1 Ninfa | 3 Adultos,1
1 Ninfa | 4 Adultos,1
1 Ninfa | 6 Adultos,1
1 OF 2 JARS,1
1 Or 2 Days,2
"1 Pipped, 2 Nearly So",1
1 Pupa,108
1 Pupa | 1 Pupa,1
1 RIPE FEMALE,3
1 RIPE FEMALE (11 mm,1
"1 Ruddy started, the rest fresh",1
"1 SUB-ADULT, 1 FEMAL",1
"1 SUB-ADULT, 6 JUVEN",1
1 SUBADULT MALE,1
"1 Show Bld, 2 Show Bld, 3 Tiny E",1
1 Showing Blood,3
"1 Showing Blood, 1 Large Embryo",1
"1 Showing Blood, 2 Small Embryos",1
1 Small Embryo,1
"1 Small Embryo, 1 Infertile",1
"1 Small Embryo, 1 Large Embryo",1
1 Small Embryos,1
"1 Small embryo decomposed, 1 fle",1
1 Subadults,84
"1 Subadults, 1 Adult(s)",4
1 To 4 Days,1
"1 Very Slight, 1 Fresh",1
"1 Very Sm. Embryo, 3 Small Embry",1
"1 Very fresh, 2 small embryo",1
1 WEEK,1
1 Week,2
1 Week (nest held 3 eggs 8 days,1
"1 Well Begun, 1 Fresh",1
1 YOUNG ADULT,1
1 Year Old?,1
1 Young Fledged,5
1 Yr,1
1 Yr.,2
"1 about 1/3, 1 addled",1
"1 about 1/3, 4 about 1/4",1
1 about 2/5 4 addled,1
1 about 5 days and 1 about 2 day,1
"1 about fresh, 3 incubated",1
1 ad,2001
1 ad + 2 juv,1
"1 ad., 5 jeunes",1
"1 added, 2 fresh, 2 showing bloo",1
1 addled - 1 started,1
1 addled 2 1/2,1
1 addled 2 advanced,1
1 addled 3 well started,1
1 addled and 1 hatched egg colle,1
1 addled and infertile egg,1
1 addled egg + 3 chicks within 1,1
1 addled egg and half a shell,1
1 addled egg of a 5 egg clutch,1
"1 addled egg, 1 young 2.5 weeks",2
"1 addled, 1 3/4 inc",1
"1 addled, 1 begun",1
"1 addled, 1 live bird",1
