disposition,reps
"exchanged to Lumsden, H G, December 1954; original card in file within Family group",7
"exchanged to Lumsden, H G, December 1954; original number reassigned; original card in file within Family group",4
"exchanged to Lumsden, H G, February 1951; original card in file within Family group",6
"exchanged to Lumsden, H G, January 1951; original number reassigned; original card in file within Family group",1
"exchanged to Lumsden, H G, July 1958; original number reassigned; original card in file within Family group",1
"exchanged to Lumsden, H G, March 1947; original card in file within Family group",2
"exchanged to Lumsden, H G, March 1960; original card in file within Family group",2
"exchanged to Lumsden, H G, November 1965; original card in file within Family group",1
"exchanged to Lumsden, H G, November 1965; original number reassigned; original card in file within Family group",1
"exchanged to Lumsden, H G, October 1950; original number reassigned; original card in file within Family group",2
"exchanged to Lumsden, H G, September 1951; original card in file within Family group",2
"exchanged to McCartney, J G, Mrs, Thessalon, Ontario, October 22 1928; original card in file within Family group",1
"exchanged to McQuarrie, H, February 1951; original card in file within Family group",1
exchanged to Mexico; original card in file within Family group,3
exchanged to Mexico; original number reassigned; original card in file within Family group,2
"exchanged to Mowat, F, December 1936; original card in file within Family group",1
"exchanged to Mowat, F, October 1939; original card in file within Family group",8
"exchanged to Munro, J A, April 1928, returned to ROM with purchase of Munro Collection 1958; original card in file within Family group",1
"exchanged to Munro, J A, March 1942, returned to ROM with purchase of Munro collection 1958; original card in file within Family group",1
"exchanged to Murphy, E, Dr, Augusta, Georgia, USA, February 1940; original card in file within Family group",4
"exchanged to Museu do Mar Rei D. Carlos (Museum of the Sea), Cascais Municipality, Portugal; original card in file within Family group",2
"exchanged to Museu do Mar Rei D. Carlos (Museum of the Sea), Cascais Municipality, Portugal; original number reassigned; original card in file within Family group",2
"exchanged to Museum A Koenig, Bonn, Germany, April 1958; original card in file within Family group",57
"exchanged to Museum A Koenig, Bonn, Germany, April 1958; original number reassigned; original card in file within Family group",18
"exchanged to Museum of Comparative Zoology, Harvard University, September 1962; original number reassigned; original card in file within Family group",1
"exchanged to Museum of Vertebrate Zoology, University of California, Berkeley, California; original card in file within Family group",1
"exchanged to Museums Victoria, Australia; original card in file within Family group",3
"exchanged to National Museum of Canada, December 1945; original number reassigned; original card in file within Family group",1
"exchanged to National Museum of Canada, June 1965; original number reassigned; original card in file within Family group",1
"exchanged to National Museum of Canada, November 1947; original card in file within Family group",1
"exchanged to National Museum of Canada, November 1947; original number reassigned; original card in file within Family group",1
"exchanged to National Museum of New Zealand, March 1975; OR.018558; original number reassigned; original card in file within Family group",1
"exchanged to National Museum of New Zealand, March 1975; OR.018559; original number reassigned; original card in file within Family group",1
"exchanged to National Museum of New Zealand, March 1975; OR.018568; original number reassigned; original card in file within Family group",1
"exchanged to National Museum of New Zealand, March 1975; OR.018569; original number reassigned; original card in file within Family group",1
"exchanged to National Museum of New Zealand, March 1975; OR.018570; original number reassigned; original card in file within Family group",1
"exchanged to National Museum of New Zealand, March 1975; OR.018572; original number reassigned; original card in file within Family group",1
"exchanged to National Museum of New Zealand, March 1975; OR.018577; original number reassigned; original card in file within Family group",1
"exchanged to National Museum of New Zealand, March 1975; OR.018578; original number reassigned; original card in file within Family group",1
"exchanged to National Museum of New Zealand, March 1975; OR.018579; original card in file within Family group",1
"exchanged to National Museum of New Zealand, March 1975; OR.018580; original number reassigned; original card in file within Family group",1
"exchanged to National Museum of New Zealand, March 1975; OR.018581; original number reassigned; original card in file within Family group",1
"exchanged to National Museum of New Zealand, March 1975; OR.018582; original number reassigned; original card in file within Family group",1
"exchanged to National Museum of New Zealand, March 1975; OR.018583; original number reassigned; original card in file within Family group",1
"exchanged to National Museum of New Zealand, March 1975; OR.018584; original number reassigned; original card in file within Family group",1
"exchanged to National Museum of New Zealand, March 1975; OR.018585; original number reassigned; original card in file within Family group",1
"exchanged to National Museum of New Zealand, March 1975; OR.018586; original number reassigned; original card in file within Family group",1
"exchanged to National Museum of New Zealand, March 1975; OR.018587; original number reassigned; original card in file within Family group",1
"exchanged to National Museum of New Zealand, March 1975; OR.018588; original number reassigned; original card in file within Family group",1
"exchanged to National Museum of New Zealand, March 1975; original card in file within Family group",1
"exchanged to National Museum of New Zealand, March 1975; original number reassigned; original card in file within Family group",3
exchanged to National Museum of Rhodesia; original card in file within Family group,7
exchanged to National Museum of Rhodesia; original number reassigned; original card in file within Family group,35
"exchanged to National Museum of Victoria, Melbourne, Australia, April 1953; original card in file within Family group",8
"exchanged to National Museum of Victoria, Melbourne, Australia; original card in file within Family group",1
"exchanged to National Museum of Victoria, Melbourne, Australia; original number reassigned; original card in file within Family group",1
"exchanged to National Museum of Victoria, Melbourne, Australia?; original card in file within Family group",1
"exchanged to National Museums of New Zealand, March 1975; original card in file within Family group",1
"exchanged to National Museums of New Zealand, March 1975; original number reassigned; original card in file within Family group",5
"exchanged to Natural History Museum, Vienna, Austria, May 1957; original card in file within Family group",1
"exchanged to Naturhistorisk Museum, Aarhus, Denmark, November 1964; original card in file within Family group",2
"exchanged to Naturhistorisk Museum, Aarhus, Denmark, November 1964; original number reassigned; original card in file within Family group",2
"exchanged to Naturkunde Museum, Sutttgart, Germany; original number reassigned; original card in file within Family group",1
"exchanged to Natururkundlches Museum, Altenburg, Germany, November 1961; original card in file within Family group",2
"exchanged to Natuurhistorisch Museum, Rotterdam, July 1991; original card in file within Family group",5
"exchanged to Netherlands, September 1978; original card in file within Family group",5
"exchanged to Netherlands, September 1978; original number reassigned; original card in file within Family group",5
exchanged to New Zealand; original card in file within Family group,2
"exchanged to Niles, D, June 1966; original number reassigned; original card in file within Family group",1
"exchanged to Orr, R J for 'B.u.phaios', March 1946; original card in file within Family group",1
"exchanged to Owen Sound Collegiate, October 18 1928; original card in file within Family group",2
"exchanged to Peet, M, Dr, University of Michigan, USA, September 1937; original card in file within Family group",1
"exchanged to Phillips, A R; original number reassigned; original card in file within Family group",1
"exchanged to Polish Academy of Sciences, September 1990; original card in file within Family group",6
"exchanged to Polish Academy of Sciences, September 1990; original number reassigned; original card in file within Family group",1
"exchanged to Polish Academy of Sciences, Warsaw, Poland, 1990 September; original card in file within Family group",3
"exchanged to Princeton University Natural History Museum, March 1936; original card in file within Family group",10
"exchanged to Racey, K, Edgewood, British Columbia, February 1944; original card in file within Family group",4
"exchanged to Racey, K, Edgewood, British Columbia, June 1939; original card in file within Family group",6
"exchanged to Racey, K, Edgewood, British Columbia, June 1939; original number reassigned; original card in file within Family group",3
"exchanged to Rea, A M, July 3, 1972; original card in file within Family group",1
"exchanged to Ritching, W R for Ruffed Grouse; original number reassigned; original card in file within Family group",1
"exchanged to Ritching, W R, December 1951; original card in file within Family group",1
"exchanged to Ritching, W R, December 1951; original number reassigned; original card in file within Family group",3
"exchanged to Royal Botanical Gardens, Hamilton, April 1965; original card in file within Family group",27
"exchanged to Royal Botanical Gardens, Hamilton, April 1965; original number reassigned; original card in file within Family group",66
"exchanged to Salomensen, F, Denmark Lester Lynn Snyder; original card in file within Family group",2
"exchanged to Salomensen, F, Denmark; original card in file within Family group",5
"exchanged to Sarawak Museum, January 1959; original card in file within Family group",1
"exchanged to Secord, A, 1928; original card in file within Family group",1
"exchanged to Sivickis, P B, Professor, Lietuvos universiteto, Kaunas, Lithuania, May 10, 1929; original card in file within Family group",10
"exchanged to Smith, A E, Carleton University; original card in file within Family group",1
"exchanged to Smith, A E, Carleton University; original number reassigned; original card in file within Family group",1
"exchanged to South Australian Museum, May 6, 1974; original card in file within Family group",1
"exchanged to Staatliches Museum f�r Naturkunde Stuttgart, Stuttgart, Germany, October 1956; original card in file within Family group",1
"exchanged to Staatliches Museum f�r Naturkunde Stuttgart, Stuttgart, Germany, October 1956; original number reassigned; original card in file within Family group",1
"exchanged to Steele, W, August 1964; original card in file within Family group",6
"exchanged to Steele, W, August 1964; original number reassigned; original card in file within Family group",3
"exchanged to Steele, W, Guelph, November 1957; original card in file within Family group",1
"exchanged to Stephen M Russell, University of Arizona, Tucson, Arizona; original card in file within Family group",1
"exchanged to Storrs L. Olson, Smithsonian National Museum of Natural History; USNM 560946; original number reassigned; original card in file within Family group",1
"exchanged to Sutton, G M, Dr, University of Oklahoma, Norman, Oklahoma, December 1958; original card in file within Family group",1
"exchanged to Swartz, A, University of Florida, Miami; original card in file within Family group",1
"exchanged to University of Michigan Museum of Zoology, April 3, 1975; original number reassigned; original card in file within Family group",2
"exchanged to University of Michigan Museum of Zoology, January 3, 1954; 72185; UMMZ; original card in file within Family group",1
"exchanged to University of West Virginia, Morgantown, West Virginia, October 1940; original card in file within Family group",3
"exchanged to University of Western Ontario, November 1951; original card in file within Family group",1
"exchanged to University of Western Ontario, November 1954; original card in file within Family group",2
"exchanged to University of Western Ontario, November 1954; original number reassigned; original card in file within Family group",1
"exchanged to University of Western Ontario, Scott, D M, May 1955; original card in file within Family group",1
"exchanged to University of Western Ontario, Scott, D M, May 1965",1
"exchanged to University of Western Ontario, Scott, D M, May 1965; original card in file within Family group",1
"exchanged to University of Western Ontario, Scott, D M, May 1965; original number reassigned; original card in file within Family group",1
"exchanged to Utah, March 1967; original card in file within Family group",1
"exchanged to Williams, M Y, Dr, January 1938; original card in file within Family group",11
"exchanged to Zoological Museum of the Zoological Institute of the Russian Academy of Sciences, USSR; original number reassigned; original card in file within Family group",2
"exchanged to Zoological Museum, Amsterdam, Netherlands, December 1958; original card in file within Family group",7
"exchanged to Zoological Museum, Amsterdam, Netherlands, December 1958; original number reassigned; original card in file within Family group",7
exchanged?; original card in file within Family group,3
exchanged?; original number reassigned; original card in file within Family group,1
exschange to WTU,1
exxchange to WTU,1
figuré,8
filed as J. bufonius var. buf...,1
filed under Eucalyptus ficifolia,1
filed under J. amuricus,2
filed under J. bufonius var. buf,4
filed under P. stipitatus,1
filed under subsp. viridis,1
fish market,3
"flat skin in Phillips, A R collection",2
fluid preparationskeleton,1
fluid specimen,7870
footprints CC307,1
for mounting; original card in file within Family group,1
formalin,24
"found damaged then destroyed, Spring 1978; original card in file within Family group",1
"freez,",1
freezer of reporter,1
frozen,1
full specimen at BISH,1
gallery CC307,1
gift,12
"gift to Cameron, A, Dr, Repath Museum McGill University, March 1965; original card in file within Family group",1
"gift to Chatham-Kent Museum, February 1960; original card in file within Family group",1
"gift to Dunker, E, May 18 1965; original number reassigned; original card in file within Family group",1
"gift to Munro, J A, March 1949, returned to ROM with purchase of Munro collection 1958",1
"gift to Quetico Provincial Park, June 1946; original card in file within Family group",1
"gift, F. Havore",7
"gift, L. Bezark",1
"gift, O'Brien",18
"gifted to Garnier, A F, October 1964; original card in file within Family group",1
"gifted to Ontario Bird Banding Association, October 1962; original number reassigned; original card in file within Family group",2
"gifted to Wiggins, G, February 1965; original card in file within Family group",2
"gifted to Wiggins, G, February 1965; original number reassigned; original card in file within Family group",7
"given in exchange with William H. Phelps, June 14,",1
"given to Algonquin Provincial Park Museum, June 1946; original card in file within Family group",2
given to Brooklyn Museum,1
"given to Canadian Museum of Nature, 1940; CMNAV 29209; original number reassigned; original card in file within Family group",1
"given to Chatham-Kent Museum, February 1960; original number reassigned; original card in file within Family group",1
"given to Edmund, A G, December 1958; original card in file within Family group",1
"given to Etobicoke Schools for school use, November 1966; original card in file within Family group",1
"given to Les Tzijj, May 1959; original card in file within Family group",1
given to Mr Boggs; original card in file within Family group,1
"given to National Geographic Society, June 1954; original number reassigned; original card in file within Family group",7
"given to Ontario Ministry of Natural Resources (OMNR), November 1950; original card in file within Family group",10
"given to Ontario Ministry of Natural Resources (OMNR), November 1950; original number reassigned",1
"given to Quetico Proivincial Park, Ontario, June 1946; original number reassigned; original card in file within Family group",1
"given to ROM Art and Exhibits, July 1951; original card in file within Family group",1
given to ROM Education; original card in file within Family group,1
"given to Taverner, P A, February 1942; original card in file within Family group",1
"given to University of Toronto, Faculty of Education, A pril 1914; original card in file within Family group",1
good,2
good state,123715
holding,1
humanely euthanized,32
i,1
in,2
"in Athens Galley, November 1961; original card in file within Family group",1
in CAS type collection,11
in Clemson,1
"in Evolution Gallery, ROM 1982, returned to collections 1995 March",17
"in Evolution Gallery, ROM 1983",5
in catalog,4
in catalog In Collection,1
in coll,204469
in collection,6674635
in collection / wet vial,9134
in collection A van Eck,1
in collection A van Eck & C. Makris,1
"in collection ZFMK (Bonn, Germany)",1
in collection at INPA,1
in collection draw#0633,2
in collection draw#1341,2
in collection.,2
in collection; wing missing,1
in exhibition,2
in exposition,57
in external collection,38214
in freezer,2
in press,61
in the collection of A. Cognato,1
in the collection of the Zoology Laboratory of the,284
in type collection,12
in use,7
incinerated,1
incomplete,26
information,2
kept as pet,1
ktha,323
"laatikko 91a, laatikko 17",1
label printed,3
large pure stands,1
larvaes: losted,1
loan from Riverside - lost,1
loan to Thomas McElrath 2019 (INHS),624
loaned (#0001),241
loaned (#0095),4
loaned Dr. Michael S. Engel,1
"loaned to CBC and destroyed, March 1961; original card in file within Family group",1
loaned to Dr. Michael S. Engel,23
loaned to Dr. Santiago Caballero,5
loaned to Jim E. Wappes,6
loaned to Terry Griswold at USU,26
lost,1
lost specimen,4
lost/destroyed in transit from Trinidad; original card in file within Family group,1
"low, rounded shrub",1
m,1
main,2
market,1
missg frm,1
missing,88608
missing (2020-02),2
missing 2009 Cokendolpher,1
missing Ckendlph,1
missing DEACCESSIONED,1
missing available,1
missing parts,2
missing parts DEACCESSIONED,1
mount,81
mounted,187
move,1
muistonäyttely,1
museum,3
museum voucher,2715
my stomach,2
n lan,2
n/a,3
na coleção,805
no additional information,1
no disaponible,2
no dispobilbe,4
no disponible,301
no specimens collected,2
none,1
north end CC307,1
not applicable,353924
not available,6
not available missing,1
not collected,2
not found,14
"not found in collection, April 1966",1
"not found in collection, April, 1966; original card in file within Family group",1
"not found in collection, February 1967; original card in file within Family group",1
"not found in collection, January 1967; original card in file within Family group",1
"not found in collection, July 1966; original card in file within Family group",5
"not found in collection, March 1966; original card in file within Family group",1
"not found in collection, March 1966; original number reassigned; original card in file within Family group",2
"not found in collection, March 2017",7
"not found in collection, March 2017; original card in file within Family group",1
"not found in collection, November 1941; original card in file within Family group",1
"not found in collection, October 1978; original card in file within Family group",1
"not found in collection, September 1970; original number reassigned; original card in file within Family group",1
"not found in collection, Spring 1978; original card in file within Family group",1
not found in collection; original card in file within Family group,2
not in collection,4
not yet received,2
"noted as being given/exchanged to Racey, K, February 2, 1944, currently in collection; original card in file within Family group",1
nunca enviado ao MNRJ,8
não localizado,20
on EXHIBIT,55
on Exhibit,6
on LOAN,277
on loan,4830
on loan (#0097),19
on loan Naturalis,8
on loan UDCC,7
"on long term loan, 6 years, to Science North, Franco Mariotti (mariotti@sciencenorth.ca), sent on 2007 February 22",1
one egg in set of three is broken into multiple pieces,1
"originally exchanged to Churcher, C S, 1958 April, returned to ROM; original card in file within Family group",1
"originally exchanged to F. Mowat, October, 1939 as ROMZ 26.10.11.323; original card in file within Family group",1
"originally transferred to Vertebrate Palaeontology Collection ROM, A.G. Edmund, June 1962; returned to Ornithology Collection ROM November 2011",2
oversize CC307,389
oversize Gallery,1
oversize I CC307,1
oversize XV4 CC307,1
oversize; radioactive CC307,2
oversize; systematic CC307,9
p,2
perdeu etiqueta,1
perdido,1
perdido o en prestamo(?),1
perdido/individualizar,1
permanent deposit,20
permanent loan to Philadelphia Academy of Sciences; ANSP ORN 173607; original number reassigned; original card in file within Family group,1
personal observation,1
photo,1
photo of speciimen at SP,1
photograph,1
pinned,4
pinned collection,352
placed in Boise River,1
present,4
preserved,4
preserved 10% formalin,1
preserved and discarded,6
preserved in ethanol,9
private aquarium,1
présent,27278
pseudofossils CC307,1
radioactive CC307,122
ranger of Santan Mountain Region,1
recent osteology CC307,9004
released,21
removed,7
removed from lake,1
removed from river,1
restaurar,341
retained,3
retained as pet,1
retained for study,2
retained in CMNC,7
retention from CMNH#2285,1
returned to museum in 'Northwest Territories'; original card in file within Family group,1
returned to river,1
reveal,1
rip,5
rounded shrub branched from base,1
see A. californicum ssp. jepsoni,1
see notes,5
sent as gift,3
sent to Hawaii,1
"sent to National Geographic Society, June 1954; original number reassigned; original card in file within Family group",4
"sent to Quetico Provincial Park, June 1946; original card in file within Family group",1
"sent to Tahiti Museum, 1928",1
several in collection at ZMUC,1
"skeleton exchanged to Auckland Inst, New Zealand (possibly Auckland Institute of Studies, University of Auckland); original card in file within Family group",2
skeleton exchanged to Mexico; original card in file within Family group,1
"skeleton exchanged to Mus Nat Hist, Rotterdam, 1991 July (Natuurhistorisch Museum, Rotterdam, Netherlands); original card in file within Family group",1
"skeleton exchanged to Victoria Mus, Australia; original card in file within Family group",3
"skin exchanged to Haugh, H B 1963 July; original card in file within Family group",1
"skin exchanged to Louisiana State University, 1970 May 18; original card in file within Family group",1
"skin exchanged to Royal Botanical Gardens, 1965 April; original card in file within Family group",1
skin exchanged to Russia; original card in file within Family group,1
"skin exchanged to Smith, A E Carleton, Ontario; original card in file within Family group",1
skin exchanged to US National Museum; original card in file within Family group,1
skin in Bulawayo Coll; original card in file within Family group,1
skin in Delaware; original card in file within Family group,1
"skin in Smithsonian Institution, OSE; original card in file within Family group",1
skin in Smithsonian Institution; original card in file within Family group,3
skin in collection of Grand Canyon National Park; original card in file within Family group,1
skull ossified,1
"sold to Buffalo Museum of Science, October 1965; original number reassigned; original card in file within Family group",18
"sold to Pacific Grove Museum of Natural History, Pacific Grove, California; Cat. No. 2311; original number reassigned; original card in file within Family group",1
"sold to Waterfowl Research Foundaion, February 1965; original number reassigned; original card in file within Family group",4
"sold to Waterloo Lutheran University, November 1965; original number reassigned; original card in file within Family group",3
specimen in San Diego Natural History Museum; original card in file within Family group,1
specimen missing,178
specimen missing - palps only,1
specimen missing?,16
spirits,1243
stratigraphic CC307,2490
stratigraphic collection,18
suodioraama,4
syn,2
systematic,630
systematic ? CC307,1
systematic CC307,66880
systematic DMAS,14
systematic DMAS ?,6
systematic DSO collection,60
systematic DSO collection ?,1
systematic Exchange,1
systematic Purchased,1
systematic collected,104
systematic collection,38
systematic collections ?,30
systematic collections; &,3
systematicType Collection CC307,1
systematics CC307,849
teaching collection CC307,7
tissue only,4
"to Allan Brooks, Feb. 1924",1
"to Barro, Colorado 1926",1
to Berlin Museum Jan 1956,1
"to Berlin Museum, Jan 1936",3
"to Berlin Museum, Jan 1956",442
"to Berlin Museum, Jan 1959",1
"to British Museum of Natural History, April 1960; original number reassigned; original card in file within Family group",1
"to Haugh, H B, July 1963; original card in file within Family group",1
to LSU April 1967,1
"to LSU, April 1967",1
"to Lambton, N, Banff Alberta, 1949; original card in file within Family group",1
"to Mexico, 1974; original number reassigned; original card in file within Family group",10
to Mexico; original card in file within Family group,19
to Mexico; original number reassigned; original card in file within Family group,1
"to Schwartz, A, Miami, Florida, May 29, 1972; original number reassigned; original card in file within Family group",1
"to Scott, E, September 1945; original card in file within Family group",1
to Tahiti Museum 1928,3
to Tatiti Museum 1928,1
"to Taylor, E H, December 1957; original card in file within Family group",1
"to Waller, S, August 1944; original card in file within Family group",1
"to be mounted for Ontario Agricultural College, 1939; original card in file within Family group",8
to search,2
"transferred from McKee, Spenser ",6
transferred from OAP collection,315
transferred from OAP collection ,4
"transferred to Calgary Public Museum, October 16, 1928; original card in file within Family group",2
"transferred to Calgary Public Museum, October 16, 1928; original number reassigned",1
transferred to ROM Education; original card in file within Family group,1
"transferred to Teaching Collection, April 1949; original card in file within Family group",1
"transferred to Teaching Collection, December 1948; original card in file within Family group",42
"transferred to Teaching Collection, December 1948; original number reassigned; original card in file within Family group",2
"transferred to Teaching Collection, February 1939; original card in file within Family group",51
"transferred to Teaching Collection, February 1939; original number reassigned; original card in file within Family group",5
"transferred to Teaching Collection, February 1955; original number reassigned; original card in file within Family group",1
"transferred to Teaching Collection, January 1949; original card in file within Family group",18
"transferred to Teaching Collection, January 1949; original number reassigned; original card in file within Family group",1
"transferred to Teaching Collection, January 1952; original card in file within Family group",1
"transferred to Teaching Collection, March 1939; original card in file within Family group",4
"transferred to Teaching Collection, March 1939; original number reassigned; original card in file within Family group",1
"transferred to Teaching Collection, March 1949; original card in file within Family group",44
"transferred to Teaching Collection, March 1949; original number reassigned; original card in file within Family group",1
"transferred to Teaching Collection, March 1953; original card in file within Family group",1
"transferred to Teaching Collection, March 1956; original card in file within Family group",1
"transferred to Teaching Collection, May 1953; original card in file within Family group",1
"transferred to Teaching Collection, November 1948; original card in file within Family group",8
"transferred to Teaching Collection, November 1948; original number reassigned; original card in file within Family group",2
"transferred to Teaching Collection, November 1950; original card in file within Family group",2
"transferred to Teaching Collection, October 1962; original card in file within Family group",1
transferred to Teaching Collection; original card in file within Family group,1
trash,1
type,7
type cabet,1
type cabinet,726
type cabinet CC307,1
type collection,37
type collection CC307,5
työhuone,9
u,1
unknown,848294
"used for travelling exhibit, April 1938; original card in file within Family group",2
v0019549WIS,1
v0019553WIS,1
vLE-203,1
verificar,3613
vitriini,568
vitriini (erik.),45
vitriini (linnut),5
vitriini (nisäk.),1
voucher,3
voucher at DES,1
voucher at F,1
voucher at UNM,1
voucher at UWSP Freskmann Herbarium,1
voucher elsewhere,4859
"voucher urn:catalog:AM:Birds:B 13887; exchanged to National Museum of Victoria, Melbourne, Australia;original number reassigned; original card in file within Family group",1
"voucher urn:catalog:AM:Birds:B 14167; skeleton exchanged to National Museum of Victoria, Melbourne, Australia; original card in file within Family group",1
"voucher urn:catalog:AM:Birds:B 14168; exchanged to National Museum of Victoria, Melbourne, Australia; original card in file within Family group",1
"voucher urn:catalog:AM:Birds:B 14170; exchanged to National Museum of Victoria, Melbourne, Australia; original number reassigned; original card in file within Family group",1
"voucher urn:catalog:AM:Birds:B 14171; exchanged to National Museum of Victoria, Melbourne, Australia; original number reassigned; original card in file within Family group",1
"voucher urn:catalog:AM:Birds:B 14173; exchanged to National Museum of Victoria, Melbourne, Australia, January 16, 1952; original number reassigned; original card in file within Family group",1
"voucher urn:catalog:AM:Birds:B 14174; exchanged to National Museum of Victoria, Melbourne, Australia, January 16, 1952; original card in file within Family group",1
"voucher urn:catalog:AM:Birds:B 14175; exchanged to National Museum of Victoria, Melbourne, Australia; original card in file within Family group",1
"voucher urn:catalog:AM:Birds:B 14176; skin exchanged to National Museum of Victoria, Melbourne, Australia; original card in file within Family group",1
"voucher urn:catalog:AM:Birds:B 14180; exchanged to National Museum of Victoria, Melbourne, Australia, January 1987; original card in file within Family group",1
"voucher urn:catalog:AM:Birds:B 14181; skeleton exchanged to National Museum of Victoria, Melbourne, Australia; original card in file within Family group",1
"voucher urn:catalog:AM:Birds:B 14182; exchanged to National Museum of Victoria, Melbourne, Australia; original card in file within Family group",1
"voucher urn:catalog:AM:Birds:B 14183; exchanged to National Museum of Victoria, Melbourne, Australia, January 1982; original card in file within Family group",1
"voucher urn:catalog:AM:Birds:B 23124; exchanged to National Museum of Victoria, Melbourne, Australia, April 1953; original card in file within Family group",1
"voucher urn:catalog:AM:Birds:B 23128; exchanged to National Museum of Victoria, Melbourne, Australia, April 1953; original card in file within Family group",1
"voucher urn:catalog:AM:Birds:B 32675; exchanged to National Museum of Victoria, Melbourne, Australia, January 16, 1952; original number reassigned; original card in file within Family group",1
"voucher urn:catalog:AM:Birds:B 3271; exchanged to National Museum of Victoria, Melbourne, Australia, January 16, 1952; original number reassigned; original card in file within Family group",1
"voucher urn:catalog:AM:Birds:B 3272; exchanged to National Museum of Victoria, Melbourne, Australia, January 16, 1952; original number reassigned; original card in file within Family group",1
"voucher urn:catalog:AM:Birds:B 4343; exchanged to National Museum of Victoria, Melbourne, Australia; original number reassigned; original card in file within Family group",1
"voucher urn:catalog:AM:Birds:B 4561; exchanged to National Museum of Victoria, Melbourne, Australia, October 1952; original card in file within Family group",1
"voucher urn:catalog:AM:Birds:B 4562; exchanged to National Museum of Victoria, Melbourne, Australia, April 1953; original card in file within Family group; original number reassigned",1
"voucher urn:catalog:AM:Birds:B 4568; exchanged to National Museum of Victoria, Melbourne, Australia; original card in file within Family group",1
"voucher urn:catalog:AM:Birds:B 4570; exchanged to National Museum of Victoria, Melbourne, Australia, April 1953; original card in file within Family group",1
"voucher urn:catalog:AM:Birds:B 4603; exchanged to National Museum of Victoria, Melbourne, Australia, January 1952; original card in file within Family group",1
"voucher urn:catalog:AM:Birds:B 4604; exchanged to National Museum of Victoria, Melbourne, Australia, January 1952; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:12620; exchanged to Cornell Unviersity, March 1942; original number reassigned; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:14105; exchanged to Cornell Unviersity, April 1938; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:14442; exchanged to Cornell University, April 1938; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:15196; exchanged to Cornell Unviersity, April 1938; original number reassigned; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:15197; exchanged to Cornell Unviersity, April 1938; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:17160; exchanged to Cornell University, April 1938; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:17260; exchanged to Cornell University, April 1938; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:17732; exchanged to Cornell University, April 1938; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:17733; exchanged to Cornell University, April 1938; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:17812; exchanged to Cornell University, April 1938; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:18262; exchanged to Cornell Unviersity, April 1938; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:18473; exchanged to Cornell University, April 1938; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:18474; exchanged to Cornell University, April 1938; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:18657; exchanged to Cornell University, April 1938; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:18658; exchanged to Cornell University, April 1938; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:18758; exchanged to Cornell University, April 1938; original number reassigned; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:20075; exchanged to Cornell Unviersity, April 1938; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:20520; exchanged to Cornell University, April 1938; original number reassigned; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:20612; exchanged to Cornell University, April 1938; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:20613; exchanged to Cornell University, April 1938; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:22535; exchanged to Cornell University, April 1938; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:22536; exchanged to Cornell University, October 1950; original number reassigned; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:2291; exchanged to Calgary Public Museum, October 16 1928; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:2294; exchanged to Cornell University, April 1938; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:2309; exchanged to Cornell Unviersity, April 1938; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:3458; exchanged to Cornell University, April 1938; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:4925; exchanged to Cornell Unviersity, April 1938; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:P152304; exchanged to Carnegie Museum, 1979; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:P152305; exchanged to Carnegie Museum, 1979; original number reassigned; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:P152306; exchanged to Carnegie Museum, 1979; original number reassigned; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:P152307; exchanged to Carnegie Museum, 1979; original number reassigned; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:P152309; exchanged to Carnegie Museum, 1979; original number reassigned; original card in file within Family group",2
"voucher urn:catalog:CM:Birds:P152310; exchanged to Carnegie Museum, 1979; original number reassigned; original card in file within Family group",1
"voucher urn:catalog:CM:Birds:P152311; exchanged to Carnegie Museum, 1979; original card in file within Family group",1
