island,reps
Lysted Island,7
Læsø,2
Lérins Islands,2
Lérins-eilanden,4
Lésvos,8
Lý Sơn,1
M,1
M-Java,1
M. E. Walsh Misit,1
M. Java,6
M. Sumatra,2
MARIA MADRE IS,12
MERRET'S IS,1
MERRITT IS,2
MIDDLE ISLAND,6
MIDWAY ISL.,2
MIndanao,2
MONHEGAN IS,2
MONOMOY IS,1
MT Talau,11
Ma Faro,1
Ma Wan,1
Maalhosmadulu Atoll,17
Maap,1
Maap Island,15
Maap [Map],2
Maasland,1
Maatsuyker Island,24
Mabiak Eiland [Mabuiag?],1
Maboan,1
Mabuiag Island,1
Mabul Island,66
Mac Island,1
"Mac Keans island, Phoenix Islands",1
MacCarthy Island,2
Macaca,3
"Macanley Island, Kermadec Island",1
Macarthy,2
Macau,55
Macauley Island,2
Macauly Island,1
Maccarthy Island,12
Macclesfield Bank,1
Machesi Island (Makesi Island),107
Machias Seal,24
Machias Seal Island,10
Mackay Island,1
Mackenzie,4
Mackinac,1
Mackinac Island,209
Maclendons,1
Maclovian Island,1
Macquarie,61
Macquarie I.,5
Macquarie Island,2667
Macquarine Island,1
Macquarrie,2
Mactan,43
Mactan I.,5
Mactan Id.,38
Mactan Island,2182
Mactau,1
Macuata,96
Macuata-i-Wai,16
Macuata-i-wai [Mathuata-i-wai],201
Maculabo Island,173
Maculay Island,1
Madagascar,30419
Madagascar Id.,1064
Madagascar Island,1
Madagasikara,242
Madang,1
Madang Province,427
Madawa Island,6
"Maddalena, Isola",1
Madeira,6905
Madeira Archipel,2
Madeira I.,20
Madeira Id,8
Madeira Id.,22
Madeira Island,67
Madeira archipelago,2
Madeleine Island,69
Madeline Island,3
Maderia,4
Madiera,2
Madiera Id,1
Madmosuk,9
Madmosuk Id.,2
Madoera,28
Madoeran,1
Madomsuk Islet,13
Madras,97
Madre Id.,1
Madre de Deus,25
Madura,287
Madura Island,1
"Madura, Selat",3
Maer Island,11
Maeshima,10
Maestre de Campo Island,81
Maewo,83
Maewo Island,1
Maffia Island,75
Mafia,34
Mafia Id.,3
Mafia Island,67
Mafia island,1
Mafoor,1
Mafor,1
Magabao,1
Magdalen Is.,9
Magdalen Island,5
Magdalen Islands,1
Magdalena,158
Magdalena I.,4
Magdalena Island,26
Mage Island,11
Mage-shima,12
Magee Island,1
Magellan Island,2
Magerøy,1
Magerøya,1
Magnet Island,42
Magnetic,5
Magnetic Island,124
Mago,10
Mago I.,221
Mago Island,1
Magoun Island,1
Maguayes,2
Maguey Island,1
Magueyes,14
Magueyes I.,5
Magueyes Id.,33
Magueyes Island,97
Magusaiai Id.,121
Mahallah,25
Mahe,1698
Mahe I.,93
Mahe Id.,34
Mahe Island,297
Mahengetang,4
Mahmay Island,1
Mahot,2
Mahur Island,1
Mahé,951
Mahé Island,164
Mahé; Ile Souris,1
Mahé; Ilot de l'Islette,1
Mai Island,5
Mai Island (Maisel),22
Mai Island (Penyu),3
Maiana,37
Maiana Atoll,4
Maiandeua,2
Maiao,119
Maiao Island,2
Maiden Island,1
"Maikoor, Pulau",5
Maikor,1
Maikor Island,8
Mailu,1
Main Bolkus Island,2
Main Duck Island,1
Main Island,9
Maine,2
Mainland,527
Mainland I.,2
Mainland Island,1
Maio,226
Mait Island,39
Maitara Island,2
Maitre Id.,6
Maitua,1
Maiwara Island,10
Majalon Island,1
Majene,1
Majenga,1
Majorca,284
Majorca (Mallorca),51
Majorca I.,6
Majorca Island,61
"Majorca, Mallorca",1
Majorque,3
Majuro,59
Majuro Atoll,959
Makada,1
Makaha'a,1
Makahaa Island,3
Makalehi Island,1
Makaluva Island,3
Makaroa,130
Makarushi,5
"Makasar, Selat",1
Makatea,526
Makatea Atoll,7
Makatea I.,72
Makatea Island,122
Makatea [Aurora],91
Makatumbi Island,1
Makemo,16
Makemo Atoll,76
Makemo Atoll (Koutousof Smolenski),1
Makian,6
Makian Island,176
Makin,1
Makin Island,1
Makira,29
Makira Island,423
Makkumernoordwaard,5
Makodroga Island,8
Makodroga [Makondronga],2
Makogai,175
Makogai I.,123
Makongwe Island,2
Makoongwe,1
Makuata,1
Makuluva I.,179
Makura,62
Makyan Island,1
Malacca,9
Malagasy,1
Malagere Island,5
Malagon,1
Malaita,538
Malaita I.,79
Malaita Id.,251
Malaita Island,410
Malaita [Island],1
Malajibomanoc I.,4
Malakal,9
Malakal I.,61
Malakal Id.,787
Malakal Island,71
Malakka,4
Malakula,93
Malakula I.,42
Malakula Island,64
Malamawi,1
Malanao I.,15
Malanipa Island,50
Malapascua Island,71
Malarotto,1
Malau,1
Malau Is.,4
Malaupaina,5
Malaupaina Id.,38
Malaupaina Island,6
Malavatuan,15
Malavatuan Island,9
Malavatuan Island (Malabatuan Island),13
Malawali,7
Malay Peninsula,2
Malay Tåpu,1
Malaya,25
Malaysia (Peninsular),3
Malaysia Barat,6
Malaysia Timor,10
Malcolm Island,1
Malden,45
Malden I.,2
Malden Island,91
Maldive Island,1
Maldive Islands,119
Male,45
Male Atoll,231
Male Island,4
Male Islet,1
Male',1
Maleine-Lougne,2
Malekula,137
Malekula Island,46
Malengi Island,4
Malheur,1
Malhon Island,60
Mali Barjak Island,2
Mali Lossinj (Lussin-Piccolo),1
Mali Parzanj Island,3
Malindi,1
Malingin Island,1
Malinoa Island,96
Mallorca,7078
Mallorca I.,1
Malo,18
Malo I.,35
Malo Id.,1
Malo Island,42
Maloelap Atoll,10
Malolo Barrier Reef,4
Malolo I.,1
Malolo Id.,4
Malolo Island,130
Malolo Lailai Id.,3
Malolo Lailai Island,2
Malpelo,719
Malpelo I.,1
Malpelo Id.,39
Malpelo Island,18
Malta,943
Malta Id.,2
"Maluccan Isl., P. Batjan",2
Maluku,199
Maluku Islands,40
Maluku Isls.,1
Malé,13
Malé Atoll,32
Mambor,4
Mambualau Islet,8
Man Key,1
Man of War Cay,108
Mana Island,1
Manabe-jima,5
Manabul,14
Manado,132
Manado Tua,2
Manahiki Island,2
Manam,23
Manam Island,43
Manamoc Island,1
Manana,2
Manana Island,1
Manana [Rabbit],20
Manasota Key,2
Manatee Cay,730
Manava Island,1
"Manawoka, Pulau",5
Manawoko,2
Manda,67
Manda Island,4
Mandanao,1
Mandarte,81
Mandarte Island,1
Mandeville Id.,2
Mandi Darrah Islands,1
Mandi Durrah Island,1
Mandock,1
Mane I.,2
Mane Island,1
Manga Island,1
Mangaia,347
Mangaia I.,228
Mangaia Id.,12
Mangaia Island,8
Mangareva,763
Mangareva I.,4
Mangareva Id.,12
Mangareva Island,249
Mangere,1
Mangere Island,2
Manggur Island,1
Mango,3
Mango I. [Mago I.],3
Mango Island,6
Mangola,8
"Mangole, Pulau",12
Mangoli,7
Mangrove Cay,21
Mangrove Id.,1
Mangrove Island,52
Mangrove Key,2
Mangrove Key / Salt Pond Key,1
Mangsee (Mangsi),2
Mangsi,17
Manhattan,688
Manhattan Island,20
Maniagassa Island,4
Manifa,25
Manihi,141
Manihi Atoll,36
Manihi Island,2
Manihi atoll,1
Manihiki Atoll,6
Manihiki Island,28
Manil Island,2
Manila,11
Manille,1
Manipa,4
Manipa Island,2
Manipa eiland,1
"Manipa, Pulau",3
Manisam Manokwari,2
Manitoulin,78
Manitoulin Island,286
Manitounouk,5
Manjau,1
Mann,1
Mann Island,1
Mannacks Island,3
Mannar I.,1
Mannar Island,13
Mannocks Island,5
Manokwari,8
Manokwari Div.,170
Manono,3
Manono                                                                                                                                                                                                                    Samo,1
Manono I.,1
Manono[?],1
Manora Island,11
Manra,4
Manra (Sydney) Island,7
Manra Island,2
Manra [Sydney] Atoll,1
Manra [Sydney] Island,1
Mansel [Mansfield] Island,1
Mansfield,1
Mansfield & Nottingham,1
Mansfield Island,2
Mansinam,3
Mansinam Eiland,120
Manson Island,5
Mansuar,3
Mansuar Island,17
Mansuar island,1
Manta Bay,1
Mantacao Island,74
Mantanani Island,2
Mantapeitak,58
Mantapeiti Island,1
Mantehage Island,2
Mantique I.,19
Mantique Id.,24
Manua Is.,2
Manua Islands,446
Manuae,28
Manuae Atoll,2
Manuae Atoll (Cook),9
Manuae [Scilly] Atoll,1
Manubada Island,2
Manubul,31
Manucan Id.,9
Manucan Island,13
Manuelita I.,6
Manuk,4
Manukan,1
Manus,330
Manus Id.,1
Manus Is.,2
Manus Island,435
Manusa Island,1
Mapia Atoll,1
"Mapia, Kepulauan",1
Mapos Island,2
Mapou Island,3
Mapun Island,8
Maqewa Id.,1
Mar Bravo,1
Mar Island,3
Marabo,1
Marabo Island,1
Maracal Island,144
Maracá,20
Maracá I.,4
Marajo,133
Marajo Island,337
Marajo.,3
Marajó,154
"Marajó, Ilha de",1
Marakei,42
Marakei Atoll,109
Marakumbo Island,6
Maramasike Id.,1
Marambaia,1
Marambo,1
Maransabadi,1
Marathon,2
Marathon Key Id.,4
Maratua Island,83
"Maratua, Pulau",1
Maraunibina,20
Maraunibina Island,26
Maraupia,1
Marble Island,55
Marc Island,2
Marchena,163
Marchena I.,24
Marchena Id.,217
Marchena Island,8
Marchena [Bindloe],73
"Marchena, Isla",3
Marco,11
Marco Island,115
Marcos Island,2
Marcus,31
Marcus Island,69
Mare,7
Mare I.,3
Mare Id.,23
Mare Is.,10
Mare Island,153
Mareh,7
Mareh Island,7
Maret Island,1
Marettimo,4
Marettimo Island,1
Margaret Island,1
Margaret Island (Margarethen Insel),1
Margareta,5
Margarita,103
Margarita I.,697
Margarita Id.,5
Margarita Island,60
"Margarita, Isla de",5
Maria,2
Maria (Moerenhout) Island,11
Maria Atoll,143
Maria Atoll (Moerenhout Atoll),1
Maria Cleofas,67
Maria Cleofas I.,43
Maria Cleofas Id.,4
Maria Cleofas Island,2
Maria Cleofás Island,1
Maria Cleopha,3
Maria Island,110
Maria Madre,71
Maria Madre I.,92
Maria Madre Id.,335
Maria Madre Island,81
Maria Magdalena,5
Maria Magdalena I.,29
Maria Magdalena Id.,111
Maria Magdalena Island,47
Maria-Galante,5
Mariana,1
Mariana Island,3
Mariana Islands,36
Mariana Isls.,2
Marianas Islands,5
Marianne Eiland,1
Marianne Island,1
Marianne Islands,1
"Mariannes, Isl. Saipan",1
Maricaban,1
Maricaban I.,528
Maricaban Island,623
Maricaban_Island,1
Maricopa Co.,2
Marie Anne Island,1
Marie Galante,433
Marie Galante I.,19
Marie Galante Id.,4
Marie Louise Island,6
Marie-Galante,64
Marie-Victorin,5
Mariguana,1
Mariguana Island,1
Marima,1
Marindugue Island,3
Marinduqe,1
Marinduque,195
Marinduque I.,517
Marinduque Island,201
Marine Id.,5
Marinheiros,4
Marion,15
Marion Island,270
Marion Reef,43
Marion and Prince Edward Islands,36
Marion-eiland,4
Mariong Id.,1
Maripipi Island,158
Maripiri Island,1
Marissa Island,1
Maritonlin Island,3
Marjan,1
Marken,115
Markenbinnen,112
Markham,1
Marklo Island,1
Marmara Denizi,1
Marmot,1
Marmot Island,26
Maro,21571
Maro Reef,942
Marong,1
Marore Island,10
Marot Cay,1
Marotiri,15
Marotiri Isles,64
Marovo Island,1
Marowijne,11
Marquesa Island,1
Marquesas Ids,73
Marquesas Island,1
Marquesas Islands,158
Marquesas Keys,69
"Marquises, Îles",22
Marrowstone,4
Marrowstone Island,4
Marsa Murah,7
Marsa el-Muqabila,60
Marsh,4
Marsh Island,2
Marshall,2
Marshall Islands,85
"Marshall Islands, Ailinglapalap I.",2
"Marshall Islands, Bikar I.",2
"Marshall Islands, Jaluit I.",2
Marshall Isls.,6
Marshall's Island,17
Marshalls,1
Marten Island,602
Martha's Vineyard,895
Martha's Vineyard Island,89
Martha's Vinyard,2
Marthas Vineyard,431
Martin,1
Martin Garcia,1
Martine Island,1
Martinique,3561
Martinique I.,99
Martinique Id.,12
Martinique Island,12
Marum Island,1
Marutea,6
Marutea Atoll,4
Marutea South,33
Marutea Sud Atoll,2
Marutéa,1
Mary Island,45
Maryland,2
Maré,35
Maré Island,16
Maréh,5
María Cleofas,1
María Madre,4
María Magdalena,761
Mas Afuera,8
Mas Afuera [Alejandro Selkirk],7
Mas a Tierra,3
Masafuera [Alejandro Selkirk],3
Masas Island,1
Masbate,80
Masbate I.,181
Masbate Id.,160
Masbate Island,509
Mascarene Islands,2
Mashes Island,5
Masi Masi,6
Masira Island,1
Masirah,32
Masirah Id.,9
Masirah Island,198
"Masirah Island, westcoast",1
Masirah_Island,18
Masiza,1
Maskali,57
Maskali Island,16
Masonboro Island,4
Masoya (Maaso),6
Masoya (Maso),1
Masoya Island (Maasoe),1
"Maspari, Pulau",2
Massachusetts,101
Massas Island,198
Massawa,1
Massowak,1
Mast Head Island,1
Masterman Island,12
Masthead,1
Masthead Island,42
Matabello,2
Matacawa Levu Id.,4
Matacumbe Key,5
Matagorda,3
Matagorda Island,13
Mataiva,7
Matawailevu,6
Matawei Id.,4
Mateba Island,1
Matecumbe Key,5
Matema Id.,25
Matemo Island,22
Materna I.,2
Mathew Island,1
Mathuata,7
Mathuata (=Macuata-i-Wai),9
Matia,14
Matinic Green,2
Matinicus,12
Matinicus Island,1
Matiro Id.,8
Matiu,82
Matsu Shima Id.,3
Matsu-shima,7
Matsushima,1
Matsushima Isl.,2
Matta,2
Matua,29
Matua (Matsuwa),1
Matua Island,1
Matui,2
Matui Island,3
Matuiloto Island,219
Matukerekere Id.,2
Matuketuke Id.,11
Matuku,146
Matuku I.,60
Matuku Id.,4
Matuku Island,509
Matuna,1
Matupit Island,93
Matura I.,3
Matureivavao,6
Matushka,2
Maude,1
Maude Island,3
Maug,23799
Maug Island,5
Maug Islands,6
Maui,63982
Maui  ?,1
Maui (East),2
Maui (West),4
Maui ?,1
Maui Id.,19
Maui Island,11
Mauke,233
Mauke Island,3
Maumere,1
Maumere Bay,354
Maupihaa,45
Maupihaa (=Mopelia) Atoll,68
Maupihaa [Mopiha'a] Atoll,1
Maupiti,183
Maupiti Island,158
Mauretania,2
Mauri Atoll,2
Maurice,791
Mauritania,2
Mauritius,5909
Mauritius Id.,4
Mauritius Island,453
Mauritus,7
Maury,2
Mausonon Island,1
Mavudis Island (Y'Ami Island),93
Mawes,16
Maximo Key,1
Mayaguana,37
Mayaguana (Mariguana),7
Mayaguana Island,128
Mayagues Island,1
Maybag Id.,2
Maybag Island,124
Mayenne Island,1
Mayers Island,1
Maykor,3
Mayne,2
Mayne Island,43
Mayor,1
Mayor Island,2
Mayote,1
Mayotta Eil.,1
Mayotta Eiland,3
Mayotta Island,1
Mayotte,1495
Mayotte Island,59
Mayreau,48
Mayreau (Mayereau),4
Mayreau [Mayereau],47
Maziwe,4
Maziwi,3
Maziwi Island,5
Mba,1
Mbale Island,1
Mbamu,1
Mbanika,108
Mbanika Island,9
Mbanika [Banika],60
Mbeka I.,33
Mbekana (now Bekana),1
Mbenga,1
Mbili Island,4
Mbokonimbeti,13
Mbokonimbeti Island,11
Mborokua I.,1
Mbua,12
Mbudya,10
Mbudya Island,3
Mbuke,7
Mbuke Island,4
Mbulia I. [Buliya I.],1
Mbulia Island,45
Mbulo,1
Mbungana Island,22
McCarthy Island,1
McCauley Island,19
McCluer Island,1
McConnell Island,8
McCormick Island,3
McCreight Island,1
McDermott Island,2
McKean,44
McKean I.,2
McKean Island,136
McKenney Islands,2
McNabs Island,3
Mealasta,10
Meamea,6
Meander Reef,1
Meares Island,1
Mecherchar,135
Mecherchar (Eil Malk),5
Mecherchar Id.,5
Mecherchar Island,3
Mecherchar [Eil Malk],6
Media Luna Cay,156
Medio Island,98
Mediterranean Sea,8
Medni I.,1
Medny Island,59
Medny Island (Copper Island),36
Mednyy Id.,1
Mednyy Island,1
Meeuwen-eiland [Pulau Peucang],1
Meeuweneiland [Pulau Peucang],1
Mefoor,1
Mefoor [Numfor],70
Mefor [Numfor],9
Megapodius Island,1
Megi,5
Megi-jima,13
Mehetia,43
Mehetia Island,234
Meighen Island,2
Mejia,9
Mejia Id.,92
Mejia Island,6
Mejit,2
Mejit Atoll,115
Melaka,1
Melanotus,1
Melanthaxia,1
Melchior Island,1
Melchior Islands,220
Meleda,11
Melenglo Island,6
Melila,4
Melila Island,2
Melintang,29
Mellu Island,1
Mellum,8
Melot,4
Melville,15
Melville Id.,1
Melville Island,198
Menai,4
Mendiolas,1
Mendjangan Kecil Is.,100
Mengalun,1
Menge Island,4
Menjangan Island,6
Menorca,1129
Menorca I.,5
Menorca Island,1
Mentawai Is.,8
Mentawai Island,3
Meoko,31
Meos Num Island,50
Meosnoem,1
Meosnom [Misnoum],1
Meosnoum,10
Meosnum,2
Mer Island,1
Merasheen Island,7
Mercer,9
Mercer Island,2
Merchant,867
Merchant Island,254
Mercherchar Id.,21
Merelava,1
Mergui Archipelago,10
Mergui I.,1
Merir,251
Merir Is.,31
Merir Island,53
Meritt Island,1
Merizo,2
Merrit,1
Merrit's Island,1
Merritt,114
Merritt Id.,1
Merritt Island,71
Merritt's Island,1
Merritts Island,1
Mersea,1
Mersea Island,14
Merveilles,1
Mesali,3
Mesegon Islet,3
Meseong Id.,1
Meta's Island,1
Metabelaland,1
Metinic Island,1
Metompkin,4
Mexiana Island,49
Mexico,4
Mexico (Atlantic),5
"Mexico, Gulf of",2
Meyer Island,3
Mi-shima,2
"Miangas, Pulau",1
Michaelmas Cay,1
Mid Gun Island,1
Middle,4
Middle Anacapa Island,32
Middle Andaman,3
Middle Andaman I.,9
Middle Bass Id.,104
Middle Bass Island,19
Middle Brooks,5
Middle Caicos Island,2
Middle Cay,2
Middle Chincha Id.,15
Middle Id.,33
Middle Island,55
Middle Key,6
"Middle Kuriles, Matsuwa I.",3
"Middle Kuriles, South Ushishiru I.",2
Middle Kurils,4
Middle Mangrove Island,2
Middle Osborn Id.,1
Middle Percy,2
Middle Percy Island,1
Middle San Benito Id.,9
Middle San Benito Island,11
Middle Seymour Id.,3
Middle Sister,1
Middle Sister Island,7
Middle Torch Key,6
Middle Torch Key Id.,1
Middleton,28
Middleton Island,240
Middleton Reef,1
Middleton_Reef,2
Middletown,2
Midun,53
Midway,24728
Midway Atoll,2157
Midway Island,82
Midway Island.,7
Mieu Island,1
Migueyes,2
Mikomotojima,2
Mikura,1
Mikura Isl.,21
Mikura-Jima,5
Mikura-jima,10
Mikura-jima Island,18
Mikurajima,1
Mikurajima Isl.,215
Mikuramajima,2
Miladhunmadulu Atoll,12
Milevsko,1
Mili Atoll,7
Milk,1
Milky Way Island,1
Mill Island,8
Millenium Island,23
Miller's Island,12
Millerand,1
Milman Island,1
Milne Bay,22
Milne Bay Province,37
Milo,3
Milos,33
Milos Id.,4
Milos Island,1
Mimi Islet,3
Mimosa Id.,1
Mina-jima,6
Minami Iwo Jima,2
Minami Tori Shima,301
Minami-Tori-shima,38
Minami-io-jima,1
Minami-iwo,5
Minami-shima,5
Minamidaito Isl.,18
Minamidaito-jima,50
Minamidaito-jima Island,117
Minamidaito. Isl,26
Minamidaitojima Isl.,8
Minamidaitojima Island,5
Minamidaitoujima Island,2
Minamitori-shima,4
Minamitorishima,1
Minamiyorishima,1
Mindanao,9750
Mindanao I.,3307
"Mindanao ID., Cotabato Prov.",1
"Mindanao ID., Cotabato Prov., Tupi",1
"Mindanao ID., Zaboanga D. Norte",1
"Mindanao ID., Zamboaga Pen.",1
Mindanao Id,1
Mindanao Id.,3889
"Mindanao Id., Agusan Prov.",2
"Mindanao Id., Davao",8
"Mindanao Id., Davao Prov.",3
"Mindanao Id., Davao Prov., Malita",1
"Mindanao Id., Davao Province",4
"Mindanao Id., Lanao del Norte Prov.",3
"Mindanao Id., South Cotabato",3
"Mindanao Id., South Cotabato Prov., Parker Mts.",1
"Mindanao Id., South Cotabato, Tupi",1
"Mindanao Id., South Cotabato, Tupi, Balisong",1
"Mindanao Id., Surigao del Norte",1
"Mindanao Id., Surigao del Sur Prov.",1
"Mindanao Id., Zamboaga Pen.",1
"Mindanao Id., Zamboanga Pen.",25
Mindanao Ils,1
Mindanao Isl.,1
"Mindanao Isl., Agusan Prov.",2
"Mindanao Isl., Bukidnon",1
"Mindanao Isl., Cotabato Prov.",1
"Mindanao Isl., Cotabato, Glan",1
"Mindanao Isl., Davao Prov.",1
"Mindanao Isl., Davao del Sur",2
"Mindanao Isl., Davao del Sur, Malalag",1
"Mindanao Isl., Lanao Del Sur, Lumba-Bayabao",1
"Mindanao Isl., Lanao del Norte",1
"Mindanao Isl., Lanao del Norte, Iligan",1
"Mindanao Isl., Lanao del Norte, Mainit, Iligan",1
"Mindanao Isl., Lanao del Sur, Saronaian",1
"Mindanao Isl., Misamis Or. Prov., Manticao",1
"Mindanao Isl., Misamis Or., Manticao",1
"Mindanao Isl., Misamis Or., Tagbalogo",2
"Mindanao Isl., South Cotabato, Mt. Parker Range",1
"Mindanao Isl., South Cotabato, Parker Range",1
"Mindanao Isl., South Cotabota",1
"Mindanao Isl., South Cotabota Prov.",1
"Mindanao Isl., Zamboanga del Norte",1
Mindanao Island,7410
Mindanao id.,2
"Mindanao, Bongas I.",1
Mindanaoo,2
Mindano,7
Mindinao,11
Mindoro,4917
Mindoro  ?,2
Mindoro I.,953
Mindoro Id.,1460
"Mindoro Isl., Mindoro Or.",1
Mindoro Island,3271
Mindoro Oriental,1
Mingan Island,18
Mingulay,9
Mini East Id.,15
Mini-Moon,1
Minicoy,3
Minicoy Atoll,17
Minicoy Island,2
Minikoy,6
Minis I.,4
Minis Island,1
Minister Island,1
Ministers Island,31
Minna,2
Minna Island,8
Minne,2
Minorca,60
Minorca (Menorca),1
Minorca Island,5
Minorca Island (Menorca),3
Minorque,4
Minot,1
Mioko,24
Mioko Island,13
Mios Ajawi,6
Mios Num Island,4
Mioskon Island,4
Miosnoem,2
Miosnom,9
Mioswaar,1
Miquelon,1
Miquelon Island,18
Miraflores,3
Mirafoirose Key,1
Mirbat,72
"Misamis Or., Mindanao Isl.",1
"Misamis Oriental P., Mindanao Id.",1
"Misamis Oriental, Mindanao Id.",1
Miscou Island,1
Misery,1
Mishima,5
Mishima Island,8
Mishima Islands,1
Mishirojima,1
Mishirojima (Mishiro ),1
Misima,27
Misima I.,5
Misima Island,454
Misima [Saint Aignan],1
Misimi,1
Misol,141
Misol Island,133
Misol Islands,14
Misool,314
Misool Island,292
Misool island,1
"Misool, Pulau",85
Mississagi Island,6
Missouri,1
Missouri Key,29
Missouri supér,1
Mitchell,4
Mitchell Island,4
Mitiaro,218
Mitkof,46
Mitkof Id.,11
Mitkof Island,1160
Mitlenatch Island,3
Mitrofania Island,1
Mitsio Island,24
Miya Jima,2
Miyadojima,1
Miyagi Island,1
Miyajima,36
Miyajima Isl.,4
Miyake,14
Miyake Isl.,47
Miyake Island,3
Miyake Jima,82
Miyake-Jima,57
Miyake-jima,314
Miyake-jima Island,65
Miyakejima,1
Miyakejima Isl.,18
Miyako,160
Miyako Island,66
Miyako Islands,14
Miyako Isls.,3
Miyako Jima,9
Miyako Shima,1
Miyako Shima Id.,69
Miyako-Jima,2
Miyako-island,3
Miyako-jima,132
Miyako-jima Island,51
Miyako-shima,3
Miyakojima,127
Miyakojima Id.,2
Miyakojima Island,36
Miyazima,137
Mizunoko-jima,5
"Mkumbo area, Pangawe sisal estate",1
Mlila Island,1
Mljet,18
Mm,1
Mnemba,1
Mnemba Island,5
Mo'ungo' one,1
Moa,9
Moa Isl.,5
Moa Isl. S.,4
Moa Island,4
Moa Island (= Banks Island),2
Moala,232
Moala I.,1
Moala Id.,1
Moala Island,11
Moaratoah Island,1
Moce (Mothe),8
Moch Id.,3
Mocha,1
Mocha Island,54
"Mocha, Isla",1
Modon Hu Island,1
Moe-jima,1
Moejima,1
Moejima Island,1
Moelos,1
Moen,27
Moen I.,1
Moen Id.,21
Moen Island,9
Moen [Wono],416
Moen(=Weno) I.,1
Moena,22
"Moena Island (= Muna Id., off SE-coast Sulawesi)",1
"Moengo-tapoekust, lijn km.14,9 (ritsbos)",2
Mogmog Id.,6
Mohawk,1
Moheli,101
Moheli Id.,1
Moheli Island,32
Moho Tani I. (Motane),4
Mohotane Island,543
Mohotani,305
Mohotani I.,2
Mohotani Island,29
Mohéli,11
Mojo Island,7
Mokauea,2
Mokil Atoll,18
Mokkebank Island,1
Mokolea Islet,1
Mokoli'i [Chinamans Hat] Islet,10
Moku Iki Id.,5
Moku Manu Islet,10
Moku O Loe Island,72
Mokuauia [Goat] Islet,16
Mokulua Islets,36
Mokumanamana,41
Mokupapapa,44
Molakobi Island,1
Molasses Key,18
Moloka'i,45
Moloka`i,2783
Molokai,33023
Molokai Id.,1
Molokai Island,141
Molokini,386
Molokini Island,1
Molokini Islet,1
Molucas,3
Molucca Island,6
Molucca Islands,115
Molucca Isls.,1
Moluccas,1575
Molukken,12
"Molukken, Aroe eilanden",3
Moluques,956
Mombasa,70
Mombasa Island,17
Momla,1
Mompog Island,97
Mompos,1
Mompos I.,7
Mompos Island,2
Momposi Island,2
Mona,73
Mona I.,382
Mona Id.,24
Mona Is,1
Mona Island,118
Monalocoris,1
Monavolka,6
Monawolka,1
Moncaeur Island,1
"Moncoer Island, Bass Strait",1
Mondoro,1
Moneron,10
Moneron Island,1
Monhegan,10
Monhegan Island,8
Monito,30
Monito Island,3
Monkey,1
Mono,1
Mono Island,20
Monohamsett Island,1
Monomoy,8
Monomoy I.,10
Monomoy Island,502
Monos,23
Monos I.,1
Monos Id.,1
Monos Island,2
Monos-eiland,1
Monroe,2
Monserrat Island,5
Monserrate,109
Monserrate I.,1
Monserrate Id.,204
Monserrate Island,4
Montagnes au Cap,2
Montagu,1
Montagu Island,1
Montague,11
Montague Island,1030
Monte Bello Islands,1
Montebello Island,3
Montebello Islands,1
Monterey Bay,1
Monterey Co.,16
Montfort,1
Montpatre Island,1
Montserrat,798
Montserrat I.,28
Montserrat Id.,3
Montserrat Island,707
Montuosa,44
Montuosa Islet,7
"Montuosa, I.",10
Moon,4
Moor,9
Moore's Id.,5
Moore's Island,1
Moorea,6465
Moorea I.,14
Moorea Id.,5
Moorea Island,140
Moose Factory,52
Moose Factory Island,2
Moose Island,3
Moosehead Treasure Id.,1
Mopelia,16
Mopelia Atoll [Maupihaa],232
Mopiha`a (=Mopelia) Atoll,4
Mora Island,4
Moraine Cay,15
Morajo,3
Morane Atoll,1
Morang,1
More Island,4
Morecambe Bay,1
Mores,10
Mores Island,59
Moresby,355
Moresby Id.,1
Moresby Island,77
Moresby Island.,6
Moreton,1
Moreton Island,70
Morgans Island,4
Mornington Island,42
Moro Id.,40
Morobe Province,2
Morogoro District,1
Moromaho I.,11
Moromaho Island,2
Morotai,213
Morotai Id.,35
Morotai Island,190
"Morotai, Pulau",47
Morotay,1
Morris Island,5
Morrison Dennis Cays,1
Morro Bay,1
Morro Isletas,2
Morro Juan de Dios,7
Morro La Despensa,18
Morro de Los Agujeros,28
Morro de Mico,19
Mors,1
Mors Island,17
Morseby,74
Mortimer Island,1
Mortlock Islands,59
Morton,1
Moser Island,81
Mosqueiro,16
Mosquito,13
Mosquito Island,12
Mossuril,1
Mota,39
Mota Island,2
Mota Lava,243
Motacu,1
Mothe I. [Moce],1
Moti,18
Moti I.,5
Moti Island,1
Motir,18
Motu Ahi,1
Motu Arohia,2
Motu Iti,76
Motu Maire,1
Motu Nui,2
Motu Oa,10
Motu One,62
Motu One (=Coral Island),5
Motu One Atoll,1
Motu Tehau,25
Motu Teiku,14
Motu Topati,1
Motu Tuitui,12
Motu Tunga Atoll,1
Motuhaga,56
Motukokako Island,1
Motunau Island,5
Motupore,182
Motupore Island,86
Moturina Island,2
Motutapu,2
Mouac Id.,4
Mouas Island,1
Moula Island,1
Mound Key,1
Mount Adolphus Island,1
Mount Desert,5
Mount Desert Island,1484
Mount Desert Rock,1
Mousa,18
Mowirin,6
Moyenne Island,2
Moyo,2
Moyo Island,4
Mozambique,22
Mozambique Channel,6
Mozambique Island,30
Mrtovnjak Island,12
Mt. Desert,228
